split,subject,class,signal,mean,std,min,max,median,iqr,skew,kurtosis,range,mad,rms,cv,diff_std,n_extrema
train,2,NoPain,Eda,2.2655167480309806,0.16309443830202022,2.000133326277137,2.5175166204571724,2.2750583390394845,0.30660829568902653,-0.030666206975486904,-1.4553455511728923,0.5173832941800356,0.14714584747950235,2.279229111969471,0.18549769433498822,0.30602302215993404,988.6666666666666
train,2,NoPain,Resp,0.014431828361315032,0.12758662986258665,-0.23818249752124152,0.22587999825676283,0.036702917132060975,0.2017483322415501,-0.29029037927587825,-0.8564841151237488,0.46406249577800435,0.08909958290557067,0.13048749044537544,2.183566387623543,0.002412390293708692,86.5
train,2,NoPain,SpO2,0.3106179063518842,0.0009443224334972911,0.30838166549801826,0.31235333283742267,0.31066500147183734,0.0014997916296124458,-0.18633462676856047,-0.3347386419773102,0.003971667339404424,0.0006887509177128474,0.3106197814146678,0.0029867074523731592,8.102323742302057e-05,388.1666666666667
train,2,PainArm,Bvp,0.49636243283748627,0.010697400857073566,0.4749680931369464,0.5250354210535685,0.4949599007765452,0.016792997096975643,0.3763871220871806,-0.5614317059516907,0.05006732791662216,0.007935206095377604,0.4964873989423116,0.021539908449096895,0.002723716179995487,583.9166666666666
train,2,PainArm,Eda,4.838686476151149,0.4860525044302146,3.8512333321074643,5.539366662502289,4.924104109406471,0.8058626068135103,-0.33119633291304734,-0.9098433454831442,1.6881333303948243,0.36207085475325584,4.888270919521649,0.12523422738503104,0.3086554693679015,994.3333333333334
train,2,PainArm,Resp,-0.03053535334765911,0.16985257528722286,-0.35807833696405095,0.21390499857564768,0.004827500165750583,0.28151812350067,-0.35844728754212457,-0.967366357644399,0.5719833355396986,0.11712583589057128,0.18670749167601267,-0.7414449554993071,0.00301733918604441,67.5
train,2,PainArm,SpO2,0.3703158311545849,0.005208681618872409,0.3611925033231576,0.37750833357373875,0.37083666399121284,0.009803334871927897,-0.19370738541086516,-0.6401044229666392,0.016315830250581104,0.0036841693023840585,0.37039703130722046,0.01431478978250123,0.0001347965787014497,346.8333333333333
train,2,PainHand,Bvp,0.4963023339708646,0.010093935881741345,0.474399430056413,0.5235694547494253,0.49521323790152866,0.015456044425566992,0.23987549037944214,-0.578866720199585,0.04917002469301224,0.007511256883541743,0.4964113235473633,0.020327384129362153,0.002630508446600288,584.6666666666666
train,2,PainHand,Eda,5.268967807292938,0.410048995167017,4.221025029818217,5.831224997838338,5.3343124985694885,0.606687476237615,-0.5247507674309114,-0.09492448965708415,1.6101999680201213,0.27322499950726825,5.291937688986461,0.07631440340283964,0.3336016858617465,989.25
train,2,PainHand,Resp,0.02596857158156733,0.1589148249477148,-0.2998199996848901,0.2503008358180523,0.06493041695406039,0.23890958384921154,-0.5123183888693651,-0.750785231590271,0.5501208355029424,0.10794666409492493,0.16365157440304756,5.409112528659147,0.0028996017354074866,80.58333333333333
train,2,PainHand,SpO2,0.3801516741514206,0.006062229969150697,0.368386668463548,0.3873491659760475,0.3826683337489764,0.01019958220422268,-0.3156325117064019,-0.7426382899284363,0.018962497512499493,0.0027033338944117227,0.3802574972311656,0.0158507704017571,0.00014436672184577523,323.0
train,4,NoPain,Bvp,0.49845492591460544,0.004535516141913831,0.48707399020592373,0.5092418243487676,0.4978815068801244,0.006747500350077947,0.2189621029732128,-0.5437863071759542,0.022167834142843883,0.003246260186036428,0.4984762618939082,0.00909923809076337,0.0028051001912293336,639.5
train,4,NoPain,Eda,0.8638210395971934,0.15934799301127592,0.654241661230723,1.1060166607300441,0.8672583351532618,0.3135458367566268,0.0069774247337287916,-1.5992776056130726,0.451774999499321,0.15534166246652603,0.8801606198151907,0.193095181571171,0.31784744809071225,986.5
train,4,NoPain,Resp,-0.016224462223666098,0.16343478361765543,-0.20491417000691095,0.34680166468024254,-0.08224499799932043,0.25824083415985416,0.8360186765591303,-0.5853848258654276,0.5517158346871535,0.08354833349585533,0.16696081310510635,16.650992916241886,0.0038269153058839342,65.58333333333333
train,4,NoPain,SpO2,84.10441716512044,0.5202499081691107,83.5,84.83333333333333,84.08333333333333,1.0,-0.11581873976522022,-0.8396940761142306,1.3333333333333333,0.25,84.10688400268555,0.006171676420141448,0.043956504203379154,0.4166666666666667
train,4,PainArm,Bvp,0.49719663709402084,0.003615822507223735,0.48782477527856827,0.5073410818974177,0.496757631500562,0.0047826214383045835,0.2870214817424615,-0.10469176371892293,0.019516306618849438,0.002306127299865087,0.4972098891933759,0.007272416404687426,0.002761868371938666,644.1666666666666
train,4,PainArm,Eda,0.837580680847168,0.15354560191432634,0.6343416621287664,1.0871416678031285,0.8371541897455851,0.3149624901513259,0.049955076460416116,-1.6535273989041646,0.4528000056743622,0.1532749980688095,0.8524807194868723,0.18816388148803884,0.3058438760538896,985.1666666666666
train,4,PainArm,Resp,-0.004306483480225627,0.14198560019334158,-0.1733700018376112,0.33924083039164543,-0.0571091662083442,0.17911229161351608,1.0088304579257965,-0.1060739556948344,0.5126108322292566,0.0659291682144006,0.15226739645004272,-9.501157239268863,0.00328107145226871,83.83333333333333
train,4,PainArm,SpO2,84.17766761779785,0.6637660364309946,83.25,84.91666666666667,84.16666666666667,1.1666666666666667,-0.14499735459685326,-1.1294579614292493,1.6666666666666667,0.16666666666666666,84.18098449707031,0.007884707589500493,0.05318334947029749,0.5833333333333334
train,4,PainHand,Bvp,0.4969145134091377,0.00361813100365301,0.4873120163877805,0.5072459131479263,0.49638817956050235,0.004604765524466832,0.35404131685694057,0.014858623345692953,0.019933896760145824,0.002210718890031179,0.49692777544260025,0.007281476645883903,0.002695029543247074,645.9166666666666
train,4,PainHand,Eda,0.836565817395846,0.1657679993659258,0.6227166752020518,1.0830916663010914,0.8419916778802872,0.3364083344737689,-0.03632064708896602,-1.6233793397744496,0.46037499109903973,0.1664791703224182,0.8546466678380966,0.2088169012856866,0.3300715237855911,984.6666666666666
train,4,PainHand,Resp,-0.0396389166417066,0.11394478132327397,-0.19333666625122228,0.25122749867538613,-0.07413625056506135,0.12967708222276997,1.0174810588359833,0.5061020056406657,0.4445641649266084,0.04728999951233467,0.12598513749738535,-9.054935665844889,0.002718999399803579,87.66666666666667
train,4,PainHand,SpO2,85.1130822499593,1.1186313703656197,83.75,86.5,85.16666666666667,2.5833333333333335,-0.17699480598623102,-1.1440846486525102,2.75,0.9166666666666666,85.12539227803548,0.013016737017962849,0.10412069937835138,1.1666666666666667
train,5,NoPain,Bvp,0.4988391548395157,0.004438936031268288,0.4883640830715497,0.5104917337497076,0.4985236128171285,0.006190742055575053,0.3131074408690135,-0.41527148087819415,0.022127650678157806,0.0031109352906545005,0.4988597681125005,0.008897789850649877,0.002466025936882943,616.0
train,5,NoPain,Eda,5.772074619928996,0.19426829367876053,5.437108278274536,6.1693499485651655,5.783933321634929,0.31581880648930866,0.09548709242759894,-0.9600383440653483,0.732241670290629,0.15555824836095175,5.775443593660991,0.03365635609579675,0.29664545009533566,991.5833333333334
train,5,NoPain,Resp,-0.01716395141556859,0.22003201705714068,-0.41169333333770436,0.5229724956055483,-0.019437916945510853,0.25512333380174823,0.35717005530993146,0.03964312871297201,0.9346658289432526,0.1110883333409826,0.23427646172543368,-0.44710206279792625,0.00492318506197383,61.583333333333336
train,5,NoPain,SpO2,93.40633392333984,1.0218381931384404,91.66666666666667,94.75,93.25,2.0833333333333335,-0.29673076421022415,-0.49263787269592285,3.0833333333333335,0.4166666666666667,93.41336250305176,0.01100981087158933,0.09830521140247583,0.9166666666666666
train,5,PainArm,Bvp,0.49856313069661456,0.003085817579024782,0.49023062984148663,0.5070963700612386,0.4984104484319687,0.00416991114616394,0.15963329235091805,-0.18454629182815552,0.016865740219751995,0.0020684003829956055,0.49857305238644284,0.006189997490714593,0.0021784178679808974,632.5833333333334
train,5,PainArm,Eda,7.709505478541057,0.34349017838637036,6.960566679636638,8.33104165395101,7.704308271408081,0.49283329645792645,-0.18638869530210891,-0.38027579585711163,1.3704749743143718,0.24558760722478232,7.71779465675354,0.04742390248745119,0.3112023447950681,994.0
train,5,PainArm,Resp,0.0255364270657689,0.13032905664294958,-0.2030716690545281,0.3833225021759669,0.01002249998661379,0.1582618746239556,0.538031681595991,0.15136844913164774,0.586394171230495,0.07503958139568567,0.14467430859804153,61.913551937496806,0.003979591788568844,62.833333333333336
train,5,PainArm,SpO2,91.53433354695638,1.7570697913567226,88.91666666666667,93.41666666666667,92.25,3.75,-0.3791155902047952,-1.3024984399477642,4.5,1.0,91.554625193278,0.019228103646101346,0.131013506402572,0.9166666666666666
train,5,PainHand,Bvp,0.4980318993330002,0.003552458481863141,0.4876251444220543,0.5083402941624323,0.4978346625963847,0.004748017837603887,0.18028414621949196,-0.16559523344039917,0.020715149740378063,0.0023491866886615753,0.49804477393627167,0.007133211032052812,0.0022163312726964555,625.4166666666666
train,5,PainHand,Eda,7.443270047505696,0.5920830716689428,6.165658354759216,8.349366625150045,7.508400003115336,0.8910020689169565,-0.19366696391565105,-0.5719023446242014,2.1837082703908286,0.4246915777524312,7.471430818239848,0.0753211721892775,0.308965265750885,995.25
train,5,PainHand,Resp,-0.026151266298256814,0.11432710941880941,-0.23058666785558066,0.27561083311835927,-0.031080417160410434,0.1360331244650297,0.5194390139852961,0.4408249656359355,0.5061975009739399,0.06295416690409184,0.12755473206440607,-2.247724189638497,0.003593491176919391,68.75
train,5,PainHand,SpO2,93.0143330891927,2.0443054835001626,89.08333333333333,95.16666666666667,94.0,3.25,-0.6671948153525591,-0.12258657813072205,6.083333333333333,0.75,93.04033597310384,0.022049594484660165,0.14865026188393435,0.4166666666666667
train,6,NoPain,Bvp,0.49852706243594486,0.0028857687332977853,0.4903597409526507,0.5066422820091248,0.49846039215723675,0.003975168491403262,0.010901492709914843,-0.15054545799891153,0.01628254105647405,0.0019779826203982034,0.4985355759660403,0.005789539513334184,0.0023038417760593197,636.8333333333334
train,6,NoPain,Eda,5.710692087809245,0.18353632589181265,5.382149954636891,6.04194176197052,5.697741707166036,0.28873121241728467,-0.0473910557727019,-1.0968090097109477,0.6597918073336283,0.14223751425743103,5.715120395024617,0.041312830364399374,0.2883382874230544,984.5833333333334
train,6,NoPain,Resp,0.02247335234036048,0.406047772616148,-0.6508633345365524,0.9262383431196213,-0.056217500396693744,0.6093295888664821,0.44112808754046756,-0.5847835044066111,1.5771016776561737,0.2780537512153387,0.4143773764371872,3.199964601999883,0.006762847886420786,24.25
train,6,NoPain,SpO2,96.32659912109375,5.370473941167195,86.08333333333333,100.0,98.58333333333333,3.1666666666666665,-1.2679515928030014,0.9683150798082352,13.916666666666666,0.4166666666666667,97.08336893717448,0.06354687484666159,0.44119922692577046,0.4166666666666667
train,6,PainArm,Bvp,0.49779003113508224,0.002298813546076417,0.4912098174293836,0.5041175733009974,0.4977341865499814,0.0031738821417093277,-0.015965945553034544,-0.18846412499745688,0.012907755871613821,0.0015769389768441517,0.497795432806015,0.004618456750482017,0.002051772860189279,641.1666666666666
train,6,PainArm,Eda,8.256319363911947,0.331268356492122,7.527441660563151,8.779300014177958,8.301958401997885,0.5016852915287018,-0.21344258061920604,-0.6806982556978861,1.2518583536148071,0.22866247097651163,8.265138546625773,0.03761184581541547,0.26863499482472736,978.1666666666666
train,6,PainArm,Resp,0.004805157145407672,0.4772336408495903,-0.7398208330074946,1.0780483434597652,-0.05636041735609373,0.6622156212106347,0.548367357502381,-0.38540486494700116,1.8178691764672597,0.31948791444301605,0.4811886449654897,-20.42320160337405,0.0076791837345808744,19.833333333333332
train,6,PainArm,SpO2,97.88636334737141,2.1072530895471573,95.16666666666667,100.0,97.5,4.833333333333333,-0.3783424735069275,-1.5402090787887572,4.833333333333333,1.6666666666666667,97.99510447184245,0.023326770422467443,0.17339820135384798,0.3333333333333333
train,6,PainHand,Bvp,0.49743537108103436,0.0023604963110604635,0.49042823414007825,0.5038281331459681,0.4973841706911723,0.0032244790345430374,-0.02729209706497689,-0.14993834495544434,0.013399899005889893,0.0016134468217690785,0.4974411129951477,0.00474587424539485,0.0020064331862765052,640.0833333333334
train,6,PainHand,Eda,8.465230067571005,0.44776049877206486,7.4814499616622925,9.06701656182607,8.541354298591614,0.7316624720891317,-0.5125235528297102,-0.2893755833307902,1.5855666001637776,0.3276415864626567,8.482806523640951,0.04697573539662176,0.27932072679201764,982.8333333333334
train,6,PainHand,Resp,-0.0066449437678481145,0.4619010463356972,-0.7108491559823354,1.0263825009266536,-0.053876667467799656,0.6363149983808398,0.5523429506768783,-0.28868862986564636,1.737231656908989,0.30669624730944633,0.46413373202085495,-52.235769122528886,0.006916376024795075,29.166666666666668
train,6,PainHand,SpO2,98.31902313232422,1.8826187700033188,94.41666666666667,99.5,98.83333333333333,1.6666666666666667,-1.2191240906715393,0.07921175956726074,5.083333333333333,0.6666666666666666,98.41462008158366,0.020593524609537044,0.18433874969681105,0.3333333333333333
train,8,NoPain,Bvp,0.4989648312330246,0.01241727980474631,0.4801774447162946,0.531041145324707,0.4943544790148735,0.0192402886847655,0.7324172208706538,-0.6350856423377991,0.05086370060841242,0.007359287391106288,0.49912167340517044,0.02488369010543831,0.002664660084216545,593.5833333333334
train,8,NoPain,Eda,6.767625053723653,0.9607707510391871,5.457149982452393,8.255850076675415,6.8067500193913775,1.8683041334152222,0.0571789734531194,-1.6366563240687053,2.7987000942230225,0.9377041359742483,6.842655857404073,0.15361092307441712,1.8958592514197032,997.0833333333334
train,8,NoPain,Resp,-0.02231779297047372,0.02631975415473183,-0.061572500659773745,0.03502916620345786,-0.028417499871769298,0.04131770843135504,0.5167888080080351,-0.8583579560120901,0.09660166686323161,0.018726250079150002,0.04385361463452379,5.125352885736837,0.0011867852056942259,726.3333333333334
train,8,NoPain,SpO2,50.32816727956136,4.298852413892746,46.666666666666664,56.0,47.583333333333336,8.75,-0.47337579301425387,-0.05189565249851772,9.333333333333334,0.08333333333333333,52.23555278778076,0.19937584066853856,0.4047348663831751,0.75
train,8,PainArm,Bvp,0.49799558023611706,0.00901641312520951,0.48314274350802106,0.5251721888780594,0.49508829414844513,0.012574116388956705,0.8591170211633047,-0.11662040154139201,0.04202944537003835,0.00521564856171608,0.4980777973930041,0.018106035161504063,0.0022783009238385907,602.3333333333334
train,8,PainArm,Eda,8.881200075149536,1.051625818014145,6.777225057284038,10.54545001188914,8.827933430671692,1.936964511871338,-0.1488979469674329,-1.0211977163950603,3.7682249546051025,0.9111875295639038,8.945643107096354,0.12134851359067984,1.9527070820331573,996.25
train,8,PainArm,Resp,-0.020889084747371573,0.023757462079326313,-0.06028833422654619,0.029254999909123097,-0.023750416430023808,0.03809875017032027,0.3500816705588174,-0.7940762142340342,0.08954333413566928,0.017994999575118225,0.04021643800660968,-0.6179453993532972,0.0010853749020801236,743.5833333333334
train,8,PainArm,SpO2,73.66025010744731,5.477168294290702,70.58333333333333,88.0,71.08333333333333,9.083333333333334,0.9572946212508462,1.622583031654358,17.416666666666668,0.25,76.6974066098531,0.6688144570754013,0.7636090076218048,1.0833333333333333
train,8,PainHand,Bvp,0.49846504877010983,0.009096833450409273,0.4829922243952751,0.5241839985052744,0.4955731804172198,0.01290436585744222,0.8182566513617834,-0.26198554039001465,0.041191774109999336,0.0052747540175914764,0.49854860454797745,0.01825028901893139,0.0023022568590628603,610.8333333333334
train,8,PainHand,Eda,8.697577238082886,1.013184944788615,6.802683313687642,10.38290011882782,8.634012579917908,1.9005896250406902,0.0023898723690460124,-1.3048620621363323,3.5802168051401773,0.8633499344189962,8.759577314058939,0.12198427042217785,1.8928211828072865,994.6666666666666
train,8,PainHand,Resp,-0.02855811353462438,0.023042495517681044,-0.06434166617691517,0.02178666682448238,-0.033689165875936546,0.037436457960211555,0.42247643616671365,-0.8591842552026113,0.08612833300139755,0.01708208373747766,0.03968692912409703,-0.7470256060941644,0.0010883901995839551,735.25
train,8,PainHand,SpO2,84.9494997660319,3.819521044691404,77.91666666666667,87.41666666666667,86.5,1.3333333333333333,-0.545498201623559,-0.7638006643815474,9.5,0.4166666666666667,85.72469965616862,0.054012324652406025,0.3071237529317538,1.0
train,11,NoPain,Bvp,0.49824444204568863,0.007485256646759808,0.48106908053159714,0.5144087225198746,0.49790243804454803,0.012342158704996109,0.10193014749287006,-0.8141942719618479,0.033339641988277435,0.006129456063111623,0.49830173949400586,0.015021961333960358,0.003097261496198674,615.9166666666666
train,11,NoPain,Eda,2.034299294153849,1.121032863855362,0.5881583268443743,3.6506749987602234,2.089204172293345,2.299072890430883,0.02636823634626732,-1.7070491909980774,3.062516671915849,1.1204333504041035,2.3515717486540475,0.6001783499022798,2.232255071401596,995.25
train,11,NoPain,Resp,-0.017509583461408813,0.13279843951265016,-0.209477499127388,0.2337350013355414,-0.058802918531000614,0.2219449991825968,0.5339271984994411,-0.9828355809052786,0.4432125004629294,0.08773749725272258,0.13558499328792095,-6.697238297652995,0.0031055722696085772,322.8333333333333
train,11,NoPain,SpO2,88.9159164428711,0.8596069812774658,87.91666666666667,90.16666666666667,88.75,1.6666666666666667,0.10039556175470352,-1.2004036784172059,2.25,0.25,88.92239634195964,0.00976285416424496,0.06612432561814785,0.5
train,11,PainArm,Bvp,0.49628976235787076,0.006239735443765919,0.480375903348128,0.512534499168396,0.49604228387276333,0.009132474039991697,0.19172111921943724,-0.41024984916051227,0.032158595820268,0.004555852462848027,0.4963294714689255,0.012570490012605894,0.002973300366041561,630.25
train,11,PainArm,Eda,2.7962901492913566,1.1572796950737636,1.1019333298318088,4.492816627025604,2.7097583015759787,2.2179228955258927,-0.048266094837648175,-1.4956161280473073,3.3908832971937954,1.0835416515668232,3.080291211605072,0.4822789415327442,2.24434565504392,994.75
train,11,PainArm,Resp,-0.011536619994634142,0.12553180133303007,-0.19003833457827568,0.22079416861136755,-0.052476667129667476,0.2174856250640005,0.48044173419475555,-1.1081107060114543,0.4108325031896432,0.08175208481649558,0.12792025630672774,-1.4129828412536296,0.0030444443691521883,323.25
train,11,PainArm,SpO2,91.10083389282227,1.2384751066565514,89.16666666666667,92.5,91.25,2.5,-0.11336641611220936,-1.283390869696935,3.3333333333333335,0.6666666666666666,91.11082204182942,0.013595057693814276,0.09072121884673834,0.75
train,11,PainHand,Bvp,0.4980560640494029,0.0064091195818036795,0.48152589549620944,0.5126126011212667,0.49793002754449844,0.010166977842648825,0.04387814868823625,-0.7580426534016927,0.03108670562505722,0.005037943522135417,0.4980985000729561,0.012867205374062185,0.0029491500463336706,617.5
train,11,PainHand,Eda,3.1574626564979553,1.1413817405700684,1.4840166606009007,4.81549996137619,3.102749993403753,2.2522249271472297,-0.06266774574275284,-1.5132321914037068,3.3314833007752895,1.0629708568255107,3.414603660504023,0.4422221895025518,2.2342259039481482,992.9166666666666
train,11,PainHand,Resp,0.002111047816773256,0.1278334887077411,-0.1926266693820556,0.2455075035492579,-0.025960415672064602,0.21112604058968523,0.3761178596566121,-0.9012289047241211,0.4381341729313135,0.0888949998964866,0.13308680802583694,0.5720289438485564,0.003084141470026225,303.5833333333333
train,11,PainHand,SpO2,90.79400062561035,0.6959018409252167,89.91666666666667,91.75,90.66666666666667,1.1666666666666667,-0.06212915728489558,-0.751823623975118,1.8333333333333333,0.25,90.79740460713704,0.007670729668350539,0.05451569023231665,0.5833333333333334
train,12,NoPain,Bvp,0.49844912191232044,0.020360721585651238,0.47164899359146756,0.5502740542093912,0.4945915515224139,0.026637942840655644,0.8659750719865164,-0.31323351462682086,0.07862506061792374,0.013479061424732208,0.4988774185379346,0.0408492641271493,0.003935204547209044,510.3333333333333
train,12,NoPain,Eda,2.5704488257567086,1.0701588938633602,1.1960416678339243,4.013074994087219,2.590466638406118,2.253852072482308,-0.0010638653087274481,-1.8140402833620708,2.817033326253295,1.1054875353972118,2.8045752247174582,0.4728692192654734,2.1393977204958596,995.8333333333334
train,12,NoPain,Resp,-0.011908146863182386,0.0768757297967871,-0.11918666710456212,0.1480566660563151,-0.03206208379318317,0.13475375019091493,0.46845975518226624,-0.9948283731937408,0.26724333316087723,0.058099165558815,0.08276926260441542,1.2789916951355034,0.001911333849420771,513.0
train,12,NoPain,SpO2,97.73658434549968,0.6433313662807146,96.58333333333333,98.5,97.66666666666667,1.1666666666666667,-0.23646439909934996,0.33558480739593505,1.9166666666666667,0.25,97.73971621195476,0.006639818255692601,0.06558791858454545,0.6666666666666666
train,12,PainHand,Bvp,0.4984886671106021,0.016361722179378074,0.47368088364601135,0.5452722609043121,0.49597571790218353,0.021320173516869545,0.7965115954478582,-0.22893017530441284,0.07159137725830078,0.011000381161769232,0.49876344949007034,0.032823110274321166,0.0035190682780618467,534.1666666666666
train,12,PainHand,Eda,3.285176465908686,1.1076111098130543,1.803974988559882,4.757491668065389,3.2986666560173035,2.2631436673303447,0.005100979872319537,-1.8507541318734486,2.953516679505507,1.1218374172846477,3.4722671111424765,0.3490660888612008,2.2050008873144784,996.75
train,12,PainHand,Resp,-0.019952750996708346,0.0718429246917367,-0.12915750034153461,0.11465083497265975,-0.02370166705926143,0.1302670830000352,0.1774630214398106,-1.200618843237559,0.24380833531419435,0.06113416639467081,0.07707272904614608,116.65513617200405,0.002005423807228605,561.6666666666666
train,12,PainHand,SpO2,96.60250027974446,2.132495110233625,93.25,98.83333333333333,96.91666666666667,4.166666666666667,-0.2222235525647799,-1.1824791530768077,5.583333333333333,1.4166666666666667,96.63794199625652,0.022265484258975243,0.18213486392050982,1.25
train,12,PainArm,Bvp,0.49802680561939877,0.014211123809218407,0.47506872564554214,0.5369893312454224,0.49628403782844543,0.019012422611316044,0.7356762786706289,-0.34091689189275104,0.06192060559988022,0.009981885552406311,0.49823615948359173,0.02853157556970926,0.0033280137577094138,558.0
train,12,PainArm,Eda,3.365913967291514,1.0977119108041127,1.9410500129063923,4.844600021839142,3.2482499877611795,2.2858958368500075,0.03837321500759572,-1.7913963794708252,2.9035500089327493,1.0504792034626007,3.547510246435801,0.33875691282875803,2.1856541335582733,997.0833333333334
train,12,PainArm,Resp,-0.008119761749791602,0.0714788797001044,-0.1229150015860796,0.12908916609982649,-0.01363166687466825,0.12682104238774627,0.16016375242422023,-1.1046483715375264,0.2520041676859061,0.060210000102718673,0.07601974780360858,-0.5897329625307345,0.0019914304333118102,531.6666666666666
train,12,PainArm,SpO2,96.19200070699056,1.9850275740027428,93.66666666666667,98.66666666666667,96.08333333333333,4.083333333333333,-0.08381111107089302,-0.9065345634113658,5.0,1.0,96.23252550760905,0.021057400759165026,0.17550142326702675,0.6666666666666666
train,13,NoPain,Bvp,0.49925875415404636,0.006917864821540813,0.48624952137470245,0.5187049160401026,0.49760514746109646,0.009045498445630074,0.7997025301059087,-0.0951801339785258,0.032455394665400185,0.004216780265172322,0.49930816888809204,0.013854553928015165,0.00260088713063548,608.25
train,13,NoPain,Eda,5.1857502063115435,1.3171299348274867,3.3804500301678977,7.049408475557963,5.178466697533925,2.624743789434433,-0.005793896896648221,-1.5937932928403218,3.6689584453900657,1.2939916849136353,5.382550477981567,0.2827621582648666,2.6298703054587045,995.5833333333334
train,13,NoPain,Resp,-0.028603833828431863,0.07225356778750817,-0.12761583272367716,0.15158167015761137,-0.04895291719973708,0.10515520698390901,0.7177657124896845,-0.29677486419677734,0.27919750288128853,0.044894581039746605,0.08242866676300764,-1.542632796610069,0.0015476946621978034,192.25
train,13,NoPain,SpO2,90.49233309427898,4.262950519720714,84.0,94.25,91.41666666666667,5.916666666666667,-0.5289599721630415,-0.3054959674676259,10.25,0.25,90.78727340698242,0.0502562577918288,0.3934314073994756,1.1666666666666667
train,13,PainHand,Bvp,0.4975370888908704,0.005975443520583212,0.48554627597332,0.5177292923132578,0.49607622623443604,0.00697237066924572,0.9853034764528275,0.5348748564720154,0.032183016339937844,0.00320706640680631,0.49757351726293564,0.0120104813974137,0.0023805874516256154,601.25
train,13,PainHand,Eda,7.07726005713145,1.4653471807638805,4.335083365440369,9.270666639010111,6.894541660944621,2.5817083418369293,-0.08222782289764534,-1.2060156265894573,4.935583273569743,1.1838332911332448,7.238134264945984,0.21419841937132514,2.671486109495163,995.6666666666666
