split,class,signal,stat,mean,std,n
train,PainArm,Eda,min,3.0122672706819706,2.7043623146877365,492
train,PainArm,Eda,max,6.04922844923851,3.30672056629855,492
train,PainArm,Eda,median,4.542608535295821,3.0390342180804004,492
train,PainArm,Eda,iqr,1.9926652895553227,1.0376217053128007,492
train,PainArm,Eda,skew,-0.04865008881532093,0.25200338551512713,492
train,PainArm,Eda,kurtosis,-1.4390721192689446,0.613721627707431,492
train,PainArm,Eda,range,3.036961178556539,1.4746945438927885,492
train,PainArm,Eda,mad,0.9456221379824286,0.5066569612031256,492
train,PainArm,Eda,rms,4.735748358191998,2.9624319117232836,492
train,PainArm,Eda,cv,0.3303850813381541,0.2510559416539032,492
train,PainArm,Eda,diff_std,1.912157008984709,0.9530588683166373,492
train,PainArm,Eda,n_extrema,994.6016260162602,6.632624267448315,492
train,PainArm,Resp,mean,-0.014529278129685269,0.05654761635655896,492
train,PainArm,Resp,std,0.12184262249194752,0.09789373278394325,492
train,PainArm,Resp,min,-0.212536179435977,0.17143814592388126,492
train,PainArm,Resp,max,0.2503441876592919,0.2336207659653103,492
train,PainArm,Resp,median,-0.03625531518172635,0.06344059734683241,492
train,PainArm,Resp,iqr,0.1809506757359131,0.14681128351953457,492
train,PainArm,Resp,skew,0.4102233033569301,0.4999040549152583,492
train,PainArm,Resp,kurtosis,-0.5218172211472581,0.8264071150690124,492
train,PainArm,Resp,range,0.4628803670952689,0.37405346357102004,492
train,PainArm,Resp,mad,0.07815666662053986,0.06907882270541053,492
train,PainArm,Resp,rms,0.13465663704953,0.09851462261011255,492
train,PainArm,Resp,cv,-0.7990102526299461,62.14954149963664,492
train,PainArm,Resp,diff_std,0.0031597606992260063,0.001614002840003943,492
train,PainArm,Resp,n_extrema,368.3617886178862,272.1185687351368,492
train,PainArm,SpO2,mean,86.01651047597208,20.23998841115547,492
train,PainArm,SpO2,std,3.572182190384218,6.18976489091955,492
train,PainArm,SpO2,min,81.05759006105666,23.476930580794008,492
train,PainArm,SpO2,max,90.29376036585953,18.70664983742837,492
train,PainArm,SpO2,median,86.62083341456889,20.823085637288592,492
train,PainArm,SpO2,iqr,6.467718780525332,12.97237222039028,492
train,PainArm,SpO2,skew,-0.17407606440694787,1.3492243137100999,416
train,PainArm,SpO2,kurtosis,0.2613467347736542,6.816590649808751,416
train,PainArm,SpO2,range,9.23617030480286,15.457194986432937,492
train,PainArm,SpO2,mad,0.9411467683569688,2.504957632994956,492
train,PainArm,SpO2,rms,86.43643471816691,19.705675118875444,492
train,PainArm,SpO2,cv,0.06419613381733723,0.2831159192720317,491
train,PainArm,SpO2,diff_std,0.3052805252537741,0.5522970082329859,492
train,PainArm,SpO2,n_extrema,9.03048780487805,54.75081286627757,492
train,PainHand,Bvp,mean,0.4978670770438706,0.0012034416664695325,492
train,PainHand,Bvp,std,0.005702930706083714,0.003981714143329785,492
train,PainHand,Bvp,min,0.4851202084039285,0.0062623878495442035,492
train,PainHand,Bvp,max,0.5131066825574007,0.010281246309712914,492
train,PainHand,Bvp,median,0.49714372949144703,0.00153753897490016,492
train,PainHand,Bvp,iqr,0.0081449549463464,0.006277678535615158,492
train,PainHand,Bvp,skew,0.2174646452834027,0.39271091239332084,492
train,PainHand,Bvp,kurtosis,-0.19414922328499273,0.47342913641449996,492
train,PainHand,Bvp,range,0.027986474153472156,0.01596894120049268,492
train,PainHand,Bvp,mad,0.00391702078343407,0.0029824857856787105,492
train,PainHand,Bvp,rms,0.4979156432597618,0.0012096622949079754,492
train,PainHand,Bvp,cv,0.011455426086999586,0.007992333636824786,492
train,PainHand,Bvp,diff_std,0.0026155973818225075,0.00045977689960622985,492
train,PainHand,Bvp,n_extrema,621.7723577235772,39.80053172176784,492
train,PainHand,Eda,mean,4.620795327655183,3.0429071161534984,492
train,PainHand,Eda,std,1.0398942764121584,0.5010363230354069,492
train,PainHand,Eda,min,3.0596934947207934,2.7006157340809276,492
train,PainHand,Eda,max,6.120853047424216,3.3680731070125467,492
train,PainHand,Eda,median,4.611020313409286,3.057234812079692,492
train,PainHand,Eda,iqr,2.01591697031994,1.012479314684657,492
train,PainHand,Eda,skew,-0.05045795335374861,0.2526725577537939,492
train,PainHand,Eda,kurtosis,-1.464553459630749,0.628260811120656,492
train,PainHand,Eda,range,3.061159552703422,1.457108276061004,492
train,PainHand,Eda,mad,0.9590120702315637,0.4998760323931266,492
train,PainHand,Eda,rms,4.797863519591529,2.9872991526522346,492
train,PainHand,Eda,cv,0.3303957022462838,0.2516290834000646,492
train,PainHand,Eda,diff_std,1.925842232184439,0.9676826644946762,492
train,PainHand,Eda,n_extrema,994.7052845528456,8.338404911237228,492
train,PainHand,Resp,mean,-0.012868186847647968,0.059274434049993344,492
train,PainHand,Resp,std,0.11700032846774996,0.10056792020965993,492
train,PainHand,Resp,min,-0.1974769307634551,0.16724339566888805,492
train,PainHand,Resp,max,0.24108969543495487,0.23423923343321099,492
train,PainHand,Resp,median,-0.03423219504418931,0.06810149482359384,492
train,PainHand,Resp,iqr,0.1729774491200371,0.15512306018616637,492
train,PainHand,Resp,skew,0.4699488090411798,0.5366846482169431,492
train,PainHand,Resp,kurtosis,-0.4577057666894866,1.1151584462631614,492
train,PainHand,Resp,range,0.43856662619840997,0.37332844272610777,492
train,PainHand,Resp,mad,0.07291484762804688,0.07157678301432042,492
train,PainHand,Resp,rms,0.12948949588652003,0.10351088186810901,492
train,PainHand,Resp,cv,70.11859288787531,1624.6198711582285,492
train,PainHand,Resp,diff_std,0.002997593374140144,0.0015180110756068449,492
train,PainHand,Resp,n_extrema,372.8414634146341,269.2418655841329,492
train,PainHand,SpO2,mean,87.01832142508611,19.860208287697628,492
train,PainHand,SpO2,std,3.6765618302291014,6.140886332945112,492
train,PainHand,SpO2,min,81.24678991874302,24.644155639164698,492
train,PainHand,SpO2,max,90.99725241868234,17.68225853929281,492
train,PainHand,SpO2,median,87.39754475610769,20.792920031612663,492
train,PainHand,SpO2,iqr,5.931143079240753,11.528526081147232,492
train,PainHand,SpO2,skew,-0.3648893176555811,1.2732421798384876,420
train,PainHand,SpO2,kurtosis,0.1857504963874817,4.9391406832383975,420
train,PainHand,SpO2,range,9.75046249993933,15.876032751784987,492
train,PainHand,SpO2,mad,0.9878708130218149,2.3923416397272455,492
train,PainHand,SpO2,rms,87.45157656751996,19.237085274394218,492
train,PainHand,SpO2,cv,0.05894479789636957,0.13788657367872129,491
train,PainHand,SpO2,diff_std,0.3174462547447148,0.5270834759604119,492
train,PainHand,SpO2,n_extrema,8.514227642276422,50.80120070132346,492
validation,NoPain,Bvp,mean,0.49859260498649544,0.0009367625284381966,144
validation,NoPain,Bvp,std,0.0075361711513121715,0.005161932471618068,144
validation,NoPain,Bvp,min,0.48362943654259044,0.0071429673720395164,144
validation,NoPain,Bvp,max,0.5177169765035311,0.012548162527216926,144
validation,NoPain,Bvp,median,0.497268658131361,0.001770548493807037,144
validation,NoPain,Bvp,iqr,0.011298232039229738,0.008382487777811571,144
validation,NoPain,Bvp,skew,0.31470575067093404,0.35134348349245503,144
validation,NoPain,Bvp,kurtosis,-0.35095390925804776,0.5765022814632204,144
validation,NoPain,Bvp,range,0.03408753996094068,0.0194208238710561,144
validation,NoPain,Bvp,mad,0.0052880116014017,0.0038205871395276926,144
validation,NoPain,Bvp,rms,0.4986762588636743,0.0009430764647193082,144
validation,NoPain,Bvp,cv,0.015115217804720594,0.010352992341433467,144
validation,NoPain,Bvp,diff_std,0.002834970566457034,0.000423227692812558,144
validation,NoPain,Bvp,n_extrema,615.0763888888889,40.56426312057736,144
validation,NoPain,Eda,mean,3.632236871868372,2.3818236471156067,144
validation,NoPain,Eda,std,0.9691552824547721,0.5000539823082134,144
validation,NoPain,Eda,min,2.3758812611599245,2.196623711800004,144
validation,NoPain,Eda,max,5.015670138100783,2.6561230478374727,144
validation,NoPain,Eda,median,3.6143583419422307,2.402069745706497,144
validation,NoPain,Eda,iqr,1.9993586679249549,1.0746135489429536,144
validation,NoPain,Eda,skew,0.014151272576883558,0.09964767958211553,144
validation,NoPain,Eda,kurtosis,-1.6631762956579526,0.34540285031885026,144
validation,NoPain,Eda,range,2.6397888769408584,1.2524031151604935,144
validation,NoPain,Eda,mad,0.9657701396693786,0.5307859079000402,144
validation,NoPain,Eda,rms,3.837051281084617,2.3092383408075694,144
validation,NoPain,Eda,cv,0.40626966645972057,0.333742696833889,144
validation,NoPain,Eda,diff_std,1.9274965818557475,1.0021001902150264,144
validation,NoPain,Eda,n_extrema,995.0486111111111,4.97260531578198,144
validation,NoPain,Resp,mean,-0.028784006275549875,0.05557548471795701,144
validation,NoPain,Resp,std,0.1179732039066342,0.0924008319314251,144
validation,NoPain,Resp,min,-0.23710284707097648,0.18034202352905285,144
validation,NoPain,Resp,max,0.2120463892578199,0.19050077649732597,144
validation,NoPain,Resp,median,-0.03965031239830649,0.06749474046696687,144
validation,NoPain,Resp,iqr,0.1762595484836614,0.1454476959863871,144
validation,NoPain,Resp,skew,0.28601654818481215,0.5743403082464204,144
validation,NoPain,Resp,kurtosis,-0.4031206849548552,1.0614396628274774,144
validation,NoPain,Resp,range,0.4491492363287964,0.3270485800178298,144
validation,NoPain,Resp,mad,0.07496104112619327,0.06523615239464574,144
validation,NoPain,Resp,rms,0.1318315239235138,0.09483245016211583,144
validation,NoPain,Resp,cv,23.959515863928917,447.8731591121634,144
validation,NoPain,Resp,diff_std,0.0033335839753918764,0.0016643628749808087,144
validation,NoPain,Resp,n_extrema,355.21527777777777,277.80216689805746,144
validation,NoPain,SpO2,mean,90.31081954638164,9.786892689439538,144
validation,NoPain,SpO2,std,3.0841217833674617,6.155389284659816,144
validation,NoPain,SpO2,min,85.36805555555556,17.22471840109189,144
validation,NoPain,SpO2,max,93.78472222222223,6.368502347103417,144
validation,NoPain,SpO2,median,90.89583333333333,9.3450215132622,144
validation,NoPain,SpO2,iqr,5.152777777777778,12.550630486843438,144
validation,NoPain,SpO2,skew,-0.473381747387466,1.491520265695563,100
validation,NoPain,SpO2,kurtosis,1.0853094494342803,8.189279522963528,100
validation,NoPain,SpO2,range,8.416666666666666,15.471972868527287,144
validation,NoPain,SpO2,mad,0.9791666666666666,3.067456306851728,144
validation,NoPain,SpO2,rms,90.64492755466037,9.09533335195591,144
validation,NoPain,SpO2,cv,0.04118061607973635,0.0955395287855894,144
validation,NoPain,SpO2,diff_std,0.2693822748907324,0.534901476059093,144
validation,NoPain,SpO2,n_extrema,0.5,0.6972166887783963,144
validation,PainArm,Bvp,mean,0.49799301558070713,0.0010360756705605292,144
validation,PainArm,Bvp,std,0.005379440822354,0.0029758155539982116,144
validation,PainArm,Bvp,min,0.48537002152038944,0.006515098748107361,144
validation,PainArm,Bvp,max,0.5129529097014003,0.00847570746025394,144
validation,PainArm,Bvp,median,0.497285654147466,0.0013107623414362016,144
validation,PainArm,Bvp,iqr,0.007526331063773897,0.004527029542977253,144
validation,PainArm,Bvp,skew,0.22196291317231953,0.39547460730614736,144
validation,PainArm,Bvp,kurtosis,-0.09068335013257132,0.5768325655610762,144
validation,PainArm,Bvp,range,0.027582888181010883,0.014167398006229839,144
validation,PainArm,Bvp,mad,0.003635854253338443,0.0021316198353094227,144
validation,PainArm,Bvp,rms,0.49803097421924275,0.0010302940836521813,144
validation,PainArm,Bvp,cv,0.01080473485606583,0.005980280464917347,144
validation,PainArm,Bvp,diff_std,0.0026026236397835114,0.0003271852153672086,144
validation,PainArm,Bvp,n_extrema,629.0902777777778,28.49607994347752,144
validation,PainArm,Eda,mean,4.86183236580756,2.8471228100006263,144
validation,PainArm,Eda,std,1.0342890510542526,0.4892188672756824,144
validation,PainArm,Eda,min,3.1937111317464666,2.5145293060736966,144
validation,PainArm,Eda,max,6.396974999043676,3.0769937713201037,144
validation,PainArm,Eda,median,4.844975685907735,2.8783777161203457,144
validation,PainArm,Eda,iqr,1.963501926467163,1.0521372284500374,144
validation,PainArm,Eda,skew,-0.08145953236049132,0.420480776845265,144
validation,PainArm,Eda,kurtosis,-1.2195675273736317,0.9719302952232542,144
validation,PainArm,Eda,range,3.20326386729721,1.4333063000603752,144
validation,PainArm,Eda,mad,0.931788194924593,0.5219384149684333,144
validation,PainArm,Eda,rms,5.039365869429377,2.767201307630253,144
validation,PainArm,Eda,cv,0.3369989337038075,0.2947273918512369,144
validation,PainArm,Eda,diff_std,1.8662828880672653,1.012396183263716,144
validation,PainArm,Eda,n_extrema,995.0625,4.478682144336657,144
validation,PainArm,Resp,mean,-0.013134171329713555,0.0589964087203357,144
validation,PainArm,Resp,std,0.11195705281311853,0.08732222928121051,144
validation,PainArm,Resp,min,-0.22350875002383772,0.216961664844869,144
validation,PainArm,Resp,max,0.23276889057726496,0.1972947414546864,144
validation,PainArm,Resp,median,-0.02251423617008186,0.06399956850393088,144
validation,PainArm,Resp,iqr,0.15779343729690887,0.12735332229384047,144
validation,PainArm,Resp,skew,0.287596641412367,0.6255210646887022,144
validation,PainArm,Resp,kurtosis,-0.12531929711500803,1.235592142107162,144
validation,PainArm,Resp,range,0.45627764060110265,0.3750451395413907,144
validation,PainArm,Resp,mad,0.06914211821923447,0.05508350409035524,144
validation,PainArm,Resp,rms,0.12329515916967972,0.09279514748933121,144
validation,PainArm,Resp,cv,1.4129880783664157,15.726999084322937,144
validation,PainArm,Resp,diff_std,0.0034172735241655675,0.0019684733204640655,144
validation,PainArm,Resp,n_extrema,372.86805555555554,279.803930521192,144
validation,PainArm,SpO2,mean,87.12853474087186,11.897546537395723,144
validation,PainArm,SpO2,std,4.789388288536833,7.141807371263493,144
validation,PainArm,SpO2,min,80.54861111111111,19.287240262927106,144
validation,PainArm,SpO2,max,92.50694444444444,8.342492073530162,144
validation,PainArm,SpO2,median,88.18055555555556,12.763692417784222,144
validation,PainArm,SpO2,iqr,8.840277777777779,15.012338996474258,144
validation,PainArm,SpO2,skew,-0.20588993681340376,1.2463764525593184,119
validation,PainArm,SpO2,kurtosis,-0.05645255782023197,4.8592559100819095,119
validation,PainArm,SpO2,range,11.958333333333334,16.710307447799995,144
validation,PainArm,SpO2,mad,1.1805555555555556,2.755430944763092,144
validation,PainArm,SpO2,rms,87.62845855289035,11.319454519986635,144
validation,PainArm,SpO2,cv,0.06430049014330101,0.10182067640123034,144
validation,PainArm,SpO2,diff_std,0.397645552461553,0.5807911483353889,144
validation,PainArm,SpO2,n_extrema,0.6180555555555556,0.6971821037594619,144
validation,PainHand,Bvp,mean,0.4978814675576157,0.001086928168366131,144
validation,PainHand,Bvp,std,0.005791459400724206,0.004419759342049396,144
validation,PainHand,Bvp,min,0.4833131400454376,0.02130356518004681,144
validation,PainHand,Bvp,max,0.5141037512156699,0.012087774428036813,144
validation,PainHand,Bvp,median,0.49713687205480206,0.0014197630476839138,144
validation,PainHand,Bvp,iqr,0.007706068456172943,0.0045674155937753536,144
validation,PainHand,Bvp,skew,0.23575448606991106,0.45281826392692287,144
validation,PainHand,Bvp,kurtosis,-0.0016905590891838074,1.2412175782969068,144
validation,PainHand,Bvp,range,0.030790611170232296,0.03187066411859292,144
validation,PainHand,Bvp,mad,0.003696313231355614,0.002154260078245239,144
validation,PainHand,Bvp,rms,0.49793482489056057,0.0010607373451294556,144
validation,PainHand,Bvp,cv,0.011638808041883292,0.008906380056814432,144
validation,PainHand,Bvp,diff_std,0.002636101907733569,0.00040965692327535753,144
validation,PainHand,Bvp,n_extrema,627.9444444444445,30.217217722907254,144
validation,PainHand,Eda,mean,4.866977043035957,2.847472877235152,144
validation,PainHand,Eda,std,1.0779222702710993,0.5248551451161714,144
validation,PainHand,Eda,min,3.253210415546265,2.643693550866807,144
validation,PainHand,Eda,max,6.4188771016067925,3.0526481982062035,144
validation,PainHand,Eda,median,4.837364576343033,2.8561326088592005,144
validation,PainHand,Eda,iqr,2.1247164942077585,1.102004605012233,144
validation,PainHand,Eda,skew,-0.0484750921575091,0.31334892582841434,144
validation,PainHand,Eda,kurtosis,-1.434305561085542,0.6141021812432811,144
validation,PainHand,Eda,range,3.165666686060528,1.404501657677641,144
validation,PainHand,Eda,mad,0.9947798678444492,0.5563185937698355,144
validation,PainHand,Eda,rms,5.064340996659464,2.754161722927324,144
validation,PainHand,Eda,cv,0.3541480822338803,0.3086060263072155,144
validation,PainHand,Eda,diff_std,2.017289260816243,1.116321234262968,144
validation,PainHand,Eda,n_extrema,994.6180555555555,8.74007097588917,144
validation,PainHand,Resp,mean,-0.015536029498940075,0.061760557562107576,144
validation,PainHand,Resp,std,0.12709745687122145,0.11808302988470623,144
validation,PainHand,Resp,min,-0.2584700005431336,0.28304839511791957,144
validation,PainHand,Resp,max,0.24219465242155516,0.2346866812038754,144
validation,PainHand,Resp,median,-0.02277524313553335,0.07358206429373836,144
validation,PainHand,Resp,iqr,0.18071795128232931,0.1701012995489457,144
validation,PainHand,Resp,skew,0.1785153622428576,0.6850759345014176,144
validation,PainHand,Resp,kurtosis,-0.24635205500655705,1.283001128358639,144
validation,PainHand,Resp,range,0.5006646529646888,0.46763390121951426,144
validation,PainHand,Resp,mad,0.07439566009755556,0.0713594309742902,144
validation,PainHand,Resp,rms,0.1398481110162619,0.1208122762632358,144
validation,PainHand,Resp,cv,-4.133770653780524,40.35629592247084,144
validation,PainHand,Resp,diff_std,0.0035990007106900318,0.002442881121282913,144
validation,PainHand,Resp,n_extrema,357.9236111111111,276.85397976041827,144
validation,PainHand,SpO2,mean,87.94654165373908,10.834789493331991,144
validation,PainHand,SpO2,std,4.601546659444769,7.003859691936897,144
validation,PainHand,SpO2,min,81.66666666666667,19.009865859600378,144
validation,PainHand,SpO2,max,93.22916666666667,6.667415322546911,144
validation,PainHand,SpO2,median,88.54861111111111,11.555319759212825,144
validation,PainHand,SpO2,iqr,8.215277777777779,15.39578008310342,144
validation,PainHand,SpO2,skew,-0.0653561827276786,1.125797136155651,118
validation,PainHand,SpO2,kurtosis,-0.40403805950940663,2.402835093612932,118
validation,PainHand,SpO2,range,11.5625,17.0740701511906,144
validation,PainHand,SpO2,mad,1.6458333333333333,4.823940226159063,144
validation,PainHand,SpO2,rms,88.44238103760614,10.008015058234433,144
validation,PainHand,SpO2,cv,0.06194032504025024,0.10947487972538537,144
validation,PainHand,SpO2,diff_std,0.39062785220125484,0.6105754736530651,144
validation,PainHand,SpO2,n_extrema,0.6319444444444444,0.7240561651190558,144
