split,signal,subject,segment_id,segment_idx,raw_len,hash,dup_count
train,SpO2,21,21_PainHand_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,21,21_PainHand_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,21,21_PainHand_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,21,21_PainArm_9,9,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,21,21_PainHand_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,21,21_PainHand_9,9,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,21,21_PainHand_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,21,21_PainArm_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,21,21_PainArm_11,11,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,21,21_PainHand_12,12,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,21,21_PainArm_12,12,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,24,24_NoPain_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_NoPain_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_NoPain_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_NoPain_7,7,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_NoPain_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_NoPain_9,9,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_NoPain_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_PainHand_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_PainHand_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_PainArm_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_PainHand_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_PainArm_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_PainHand_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_PainHand_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_PainArm_7,7,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_PainArm_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_PainArm_11,11,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,25,25_PainHand_12,12,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,27,27_NoPain_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,27,27_NoPain_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,27,27_PainHand_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_NoPain_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_NoPain_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_NoPain_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_NoPain_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_NoPain_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_NoPain_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_NoPain_7,7,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_NoPain_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_NoPain_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_NoPain_11,11,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_NoPain_12,12,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_7,7,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_9,9,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_7,7,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_9,9,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_11,11,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_11,11,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainHand_12,12,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,28,28_PainArm_12,12,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_NoPain_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_NoPain_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_NoPain_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_NoPain_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_NoPain_9,9,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_NoPain_11,11,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_NoPain_12,12,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainHand_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainArm_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainHand_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainArm_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainArm_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainHand_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainArm_7,7,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainArm_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainArm_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainHand_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainHand_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,30,30_PainArm_12,12,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,34,34_NoPain_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,34,34_NoPain_12,12,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,36,36_NoPain_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,36,36_PainArm_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,36,36_PainArm_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,43,43_PainHand_7,7,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,44,44_NoPain_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,45,45_NoPain_11,11,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,56,56_NoPain_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,56,56_NoPain_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,56,56_PainArm_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,56,56_PainHand_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,56,56_PainHand_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,56,56_PainArm_11,11,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,57,57_NoPain_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,57,57_NoPain_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,57,57_NoPain_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,57,57_NoPain_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,57,57_NoPain_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,57,57_NoPain_9,9,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,57,57_PainArm_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,57,57_PainArm_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,57,57_PainArm_7,7,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_7,7,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_9,9,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_11,11,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_NoPain_12,12,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainHand_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainArm_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainHand_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainHand_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainArm_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainHand_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainHand_7,7,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainArm_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainHand_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainHand_9,9,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainHand_10,10,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,59,59_PainArm_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,151
train,SpO2,12,12_PainArm_2,2,1022,5306ad946ac9c1a93d3dd1fc7d910005cf651ceb,2
train,SpO2,37,37_PainHand_7,7,1022,5306ad946ac9c1a93d3dd1fc7d910005cf651ceb,2
train,SpO2,15,15_NoPain_4,4,1022,46f77b4b69253f7141b14a8f70854e139f376a4c,7
train,SpO2,15,15_NoPain_5,5,1022,46f77b4b69253f7141b14a8f70854e139f376a4c,7
train,SpO2,15,15_PainHand_9,9,1022,46f77b4b69253f7141b14a8f70854e139f376a4c,7
train,SpO2,47,47_NoPain_11,11,1022,46f77b4b69253f7141b14a8f70854e139f376a4c,7
train,SpO2,52,52_NoPain_1,1,1022,46f77b4b69253f7141b14a8f70854e139f376a4c,7
train,SpO2,52,52_NoPain_4,4,1022,46f77b4b69253f7141b14a8f70854e139f376a4c,7
train,SpO2,52,52_NoPain_12,12,1022,46f77b4b69253f7141b14a8f70854e139f376a4c,7
train,SpO2,15,15_NoPain_9,9,1022,d6d84c787a3ee0aa6a5ba8ce075dc0eaa0f82e84,10
train,SpO2,15,15_NoPain_11,11,1022,d6d84c787a3ee0aa6a5ba8ce075dc0eaa0f82e84,10
train,SpO2,15,15_PainHand_2,2,1022,d6d84c787a3ee0aa6a5ba8ce075dc0eaa0f82e84,10
train,SpO2,15,15_PainArm_1,1,1022,d6d84c787a3ee0aa6a5ba8ce075dc0eaa0f82e84,10
train,SpO2,15,15_PainArm_2,2,1022,d6d84c787a3ee0aa6a5ba8ce075dc0eaa0f82e84,10
train,SpO2,15,15_PainHand_3,3,1022,d6d84c787a3ee0aa6a5ba8ce075dc0eaa0f82e84,10
train,SpO2,15,15_PainHand_4,4,1022,d6d84c787a3ee0aa6a5ba8ce075dc0eaa0f82e84,10
train,SpO2,34,34_PainArm_12,12,1022,d6d84c787a3ee0aa6a5ba8ce075dc0eaa0f82e84,10
train,SpO2,49,49_PainArm_5,5,1022,d6d84c787a3ee0aa6a5ba8ce075dc0eaa0f82e84,10
train,SpO2,52,52_NoPain_8,8,1022,d6d84c787a3ee0aa6a5ba8ce075dc0eaa0f82e84,10
train,SpO2,15,15_PainArm_3,3,1022,a2c311ffecb9d5717a3f2e05726d01b337546471,2
train,SpO2,44,44_PainArm_9,9,1022,a2c311ffecb9d5717a3f2e05726d01b337546471,2
train,SpO2,15,15_PainArm_6,6,1022,cfada9d2a7926d2e45c8df6fd80d8873415240d1,7
train,SpO2,37,37_PainHand_3,3,1022,cfada9d2a7926d2e45c8df6fd80d8873415240d1,7
train,SpO2,43,43_PainHand_6,6,1022,cfada9d2a7926d2e45c8df6fd80d8873415240d1,7
train,SpO2,44,44_PainHand_2,2,1022,cfada9d2a7926d2e45c8df6fd80d8873415240d1,7
train,SpO2,48,48_PainHand_9,9,1022,cfada9d2a7926d2e45c8df6fd80d8873415240d1,7
train,SpO2,48,48_PainArm_5,5,1022,cfada9d2a7926d2e45c8df6fd80d8873415240d1,7
train,SpO2,55,55_PainHand_12,12,1022,cfada9d2a7926d2e45c8df6fd80d8873415240d1,7
train,SpO2,16,16_PainHand_3,3,1022,cae5f5d437bd99c5c88b6f8306ce595ca0049249,2
train,SpO2,42,42_NoPain_1,1,1022,cae5f5d437bd99c5c88b6f8306ce595ca0049249,2
train,SpO2,18,18_NoPain_1,1,1022,fc8a33b85b2acd03b1cd38867ae59aafd5738b4c,2
train,SpO2,18,18_NoPain_2,2,1022,fc8a33b85b2acd03b1cd38867ae59aafd5738b4c,2
train,SpO2,18,18_PainArm_5,5,1022,bb819a151ba62bfb12af590a114ed55eec62a485,2
train,SpO2,42,42_NoPain_3,3,1022,bb819a151ba62bfb12af590a114ed55eec62a485,2
train,SpO2,24,24_NoPain_1,1,1022,90ebf4d320afb8a250a24297070adc8f7e4b7ade,4
train,SpO2,45,45_PainArm_6,6,1022,90ebf4d320afb8a250a24297070adc8f7e4b7ade,4
train,SpO2,56,56_PainArm_5,5,1022,90ebf4d320afb8a250a24297070adc8f7e4b7ade,4
train,SpO2,57,57_NoPain_7,7,1022,90ebf4d320afb8a250a24297070adc8f7e4b7ade,4
train,SpO2,24,24_NoPain_3,3,1022,cdf59ab68d61c2d45f04259e49b4afc78ba2121f,6
train,SpO2,24,24_NoPain_5,5,1022,cdf59ab68d61c2d45f04259e49b4afc78ba2121f,6
train,SpO2,24,24_NoPain_11,11,1022,cdf59ab68d61c2d45f04259e49b4afc78ba2121f,6
train,SpO2,24,24_PainHand_2,2,1022,cdf59ab68d61c2d45f04259e49b4afc78ba2121f,6
train,SpO2,36,36_NoPain_4,4,1022,cdf59ab68d61c2d45f04259e49b4afc78ba2121f,6
train,SpO2,45,45_NoPain_4,4,1022,cdf59ab68d61c2d45f04259e49b4afc78ba2121f,6
train,SpO2,34,34_NoPain_9,9,1022,2ea581e2cbd05bf03a14a80da64e1fc55fed02d0,2
train,SpO2,37,37_PainArm_12,12,1022,2ea581e2cbd05bf03a14a80da64e1fc55fed02d0,2
train,SpO2,37,37_NoPain_1,1,1022,c9992016bf89adffad6eb67870c5fde749064cb2,6
train,SpO2,43,43_PainHand_3,3,1022,c9992016bf89adffad6eb67870c5fde749064cb2,6
train,SpO2,47,47_PainHand_4,4,1022,c9992016bf89adffad6eb67870c5fde749064cb2,6
train,SpO2,48,48_PainHand_1,1,1022,c9992016bf89adffad6eb67870c5fde749064cb2,6
train,SpO2,48,48_PainHand_11,11,1022,c9992016bf89adffad6eb67870c5fde749064cb2,6
train,SpO2,48,48_PainArm_12,12,1022,c9992016bf89adffad6eb67870c5fde749064cb2,6
train,SpO2,42,42_NoPain_5,5,1022,bf137218f98e893a9dddb130f5206cf5f8085f20,2
train,SpO2,42,42_PainArm_1,1,1022,bf137218f98e893a9dddb130f5206cf5f8085f20,2
train,SpO2,45,45_NoPain_1,1,1022,cc8b617fdf8eac6f14e597a64827ca1f1d8a63a5,2
train,SpO2,45,45_PainHand_4,4,1022,cc8b617fdf8eac6f14e597a64827ca1f1d8a63a5,2
validation,SpO2,7,7_NoPain_2,2,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_NoPain_3,3,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_NoPain_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_NoPain_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_NoPain_7,7,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_NoPain_8,8,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_NoPain_9,9,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_NoPain_11,11,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_PainArm_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_PainHand_1,1,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_PainHand_4,4,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_PainHand_5,5,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
validation,SpO2,7,7_PainArm_6,6,1022,eaf2600a000ddef2a5c8c682ea7b354229150db9,72
