subject,class,split,tsne1,tsne2
2,PainArm,train,28.737988,31.775541
2,PainHand,train,29.372858,32.3579
2,PainArm,train,26.061253,35.369343
2,PainHand,train,27.673449,34.426563
2,PainArm,train,28.734268,31.136522
2,PainHand,train,26.093197,35.23632
2,PainArm,train,26.66389,34.13543
2,PainHand,train,25.840523,34.157585
2,PainArm,train,28.853777,30.728418
2,PainHand,train,28.399193,31.0333
2,PainArm,train,26.922241,33.092697
2,PainHand,train,26.557674,33.229427
2,PainArm,train,29.685884,29.9556
2,PainHand,train,28.93657,31.13126
2,PainArm,train,27.750341,33.54772
2,PainHand,train,31.40783,33.289352
2,PainArm,train,29.656101,30.732798
2,PainHand,train,26.911642,32.792458
4,NoPain,train,-36.478115,15.175663
4,NoPain,train,-35.99065,13.429236
4,NoPain,train,-27.902266,12.315054
4,NoPain,train,-35.12294,15.060232
4,NoPain,train,-36.39022,13.856611
4,NoPain,train,-36.849865,15.814134
4,NoPain,train,-35.860424,16.753527
4,NoPain,train,-35.214325,16.346905
4,NoPain,train,-36.061466,13.799
4,NoPain,train,-35.566628,16.726732
4,NoPain,train,-36.574364,16.252636
4,NoPain,train,-35.789673,15.4759655
4,PainArm,train,-37.4355,17.142212
4,PainHand,train,-38.22422,16.71294
4,PainArm,train,-37.69603,15.252735
4,PainHand,train,-38.929676,15.385152
4,PainArm,train,-37.7217,14.987137
4,PainHand,train,-39.42487,16.869003
4,PainArm,train,-39.266766,15.462903
4,PainHand,train,-37.88115,17.045784
4,PainArm,train,-38.404274,13.864864
4,PainHand,train,-38.258564,17.22299
4,PainArm,train,-36.78388,15.6470995
4,PainHand,train,-39.44658,17.801432
4,PainArm,train,-36.824055,17.31269
4,PainHand,train,-32.786655,10.436543
4,PainArm,train,-37.51908,17.273785
4,PainHand,train,-37.83125,16.272339
4,PainArm,train,-37.116272,14.375908
4,PainHand,train,-37.580585,15.490461
4,PainArm,train,-35.34566,12.638879
4,PainHand,train,-38.911312,17.922707
4,PainArm,train,-36.839645,17.381662
4,PainHand,train,-27.566662,12.6458235
4,PainArm,train,-34.849476,12.037498
4,PainHand,train,-37.648125,17.706158
5,NoPain,train,-15.217251,35.97791
5,NoPain,train,-19.965822,30.18628
5,NoPain,train,-19.132097,30.420788
5,NoPain,train,-19.560036,30.441769
5,NoPain,train,-19.902319,30.523382
5,NoPain,train,-17.475018,29.338326
5,NoPain,train,-16.176147,29.42158
5,NoPain,train,-18.914215,30.042728
5,NoPain,train,-18.279312,31.391623
5,NoPain,train,-17.515497,29.696781
5,NoPain,train,-17.35451,30.568174
5,NoPain,train,-9.195002,35.05496
5,PainArm,train,-20.370775,34.802372
5,PainHand,train,-18.979574,35.195114
5,PainArm,train,-17.774784,37.123577
5,PainHand,train,-17.928257,37.89038
5,PainArm,train,-19.625473,33.37878
5,PainHand,train,-17.810862,38.003036
5,PainArm,train,-19.290903,35.551292
5,PainHand,train,-20.174608,31.74308
5,PainArm,train,-19.677153,36.284603
5,PainHand,train,-20.69892,33.910275
5,PainArm,train,-21.50617,33.035465
5,PainHand,train,-17.8718,37.995888
5,PainArm,train,-19.806425,35.82163
5,PainHand,train,-20.962534,34.539913
5,PainArm,train,-20.49303,32.959045
5,PainHand,train,-19.74636,33.97973
5,PainArm,train,-20.44324,33.197624
5,PainHand,train,-20.280415,34.390327
5,PainArm,train,-22.671705,33.94657
5,PainHand,train,-18.381779,35.108986
5,PainArm,train,-17.379707,35.708828
5,PainHand,train,-19.438213,32.81238
5,PainArm,train,-20.835825,35.75082
5,PainHand,train,-21.341127,33.15001
6,NoPain,train,-9.406646,30.173697
6,NoPain,train,-7.535764,33.980152
6,NoPain,train,-9.433382,29.680614
6,NoPain,train,-7.471051,29.780827
6,NoPain,train,-7.400297,31.215763
6,NoPain,train,-8.724975,30.248356
6,NoPain,train,-7.6672745,32.438316
6,NoPain,train,-7.4455833,23.687243
6,NoPain,train,-7.452396,32.03926
6,NoPain,train,-11.892012,24.010035
6,NoPain,train,-10.978015,28.560265
6,NoPain,train,-10.763956,28.112614
6,PainArm,train,-12.881644,35.858086
6,PainHand,train,-15.9275465,36.94962
6,PainArm,train,-12.507437,35.98605
6,PainHand,train,-12.187631,36.117504
6,PainArm,train,-10.760134,33.324364
6,PainHand,train,-12.350877,35.882355
6,PainArm,train,-10.417189,34.92597
6,PainHand,train,-10.198795,32.72481
6,PainArm,train,-10.094706,34.49527
6,PainHand,train,-10.800878,32.00927
6,PainArm,train,-8.358848,32.77474
6,PainHand,train,-9.837279,34.42129
6,PainArm,train,-8.842766,33.61024
6,PainHand,train,-8.177878,33.28722
6,PainArm,train,-9.2811575,32.5029
6,PainHand,train,-9.971679,31.158033
6,PainArm,train,-9.308462,31.739119
6,PainHand,train,-10.10508,31.369646
6,PainArm,train,-10.495615,30.049753
6,PainHand,train,-8.5202,32.047916
6,PainArm,train,-8.264396,31.33087
6,PainHand,train,-9.000716,31.320768
6,PainArm,train,-10.864384,29.388403
6,PainHand,train,-10.183654,31.479147
8,NoPain,train,18.03694,8.330093
8,NoPain,train,17.99575,8.286038
8,NoPain,train,17.713194,8.955544
8,NoPain,train,17.941954,8.759746
8,NoPain,train,18.118017,8.477697
8,NoPain,train,42.94973,1.4579176
8,NoPain,train,43.407692,2.486355
8,NoPain,train,42.481625,4.270762
8,NoPain,train,42.25127,4.8919835
8,NoPain,train,41.716408,-2.2970712
8,NoPain,train,-7.421136,9.134472
8,NoPain,train,41.796803,-1.6032841
8,PainArm,train,17.418518,9.715666
8,PainHand,train,18.031164,9.332156
8,PainHand,train,41.683224,1.3005365
8,PainArm,train,10.77334,5.1300354
8,PainHand,train,41.251686,1.4097018
8,PainHand,train,40.622196,0.21769074
8,PainArm,train,-7.4892445,9.499778
8,PainArm,train,41.34965,1.7456135
8,PainArm,train,41.29158,0.37569934
8,PainHand,train,41.443714,-0.63707614
8,PainHand,train,40.482162,1.2626405
8,PainArm,train,40.884953,2.8440678
8,PainArm,train,40.46441,2.204763
8,PainHand,train,-5.7090845,8.407885
8,PainArm,train,41.98916,3.0002015
8,PainHand,train,42.17144,1.7856816
8,PainArm,train,42.333076,3.3263927
8,PainHand,train,44.12676,4.118861
8,PainArm,train,44.52286,4.6147213
8,PainHand,train,43.665882,4.995936
8,PainArm,train,44.50935,4.886979
8,PainHand,train,43.539787,5.1173077
8,PainArm,train,43.052086,4.4544106
8,PainHand,train,43.107597,4.321776
11,NoPain,train,6.7816353,-2.132919
11,NoPain,train,9.745499,-6.7039976
11,NoPain,train,3.2990901,-5.6632757
11,NoPain,train,5.0641556,-3.064735
11,NoPain,train,5.240072,-2.4011247
11,NoPain,train,5.5113297,-2.369801
11,NoPain,train,4.554665,-1.9605508
11,NoPain,train,4.6018667,-6.90224
11,NoPain,train,3.39394,-4.2447066
11,NoPain,train,5.6635637,-1.5006635
11,NoPain,train,4.532691,-4.9406075
11,NoPain,train,3.3315008,-4.1334453
11,PainArm,train,7.3155246,-6.943254
11,PainHand,train,5.3860335,0.9343595
11,PainArm,train,8.023541,-8.17049
11,PainHand,train,4.9380345,-4.3463273
11,PainArm,train,8.42629,-5.8404164
11,PainHand,train,8.197199,-5.5860577
11,PainArm,train,8.151351,-4.32426
11,PainHand,train,8.2745285,-5.378145
11,PainHand,train,8.345578,-2.8939924
11,PainArm,train,6.8657794,-2.6424363
11,PainHand,train,7.888313,-4.0566535
11,PainArm,train,5.9640436,-3.404691
11,PainHand,train,6.100783,-2.2675283
11,PainArm,train,5.8831916,-7.5203724
11,PainArm,train,3.7414966,-7.548673
11,PainHand,train,4.9918256,-3.4594133
11,PainArm,train,7.7096334,-8.45534
11,PainHand,train,3.6657825,-2.6034594
11,PainArm,train,4.8955173,-6.464389
11,PainHand,train,5.5955935,-8.148471
11,PainArm,train,5.4788685,0.28227744
11,PainHand,train,4.0813303,-5.4860673
11,PainHand,train,5.1635375,-5.506768
11,PainArm,train,6.161564,-6.2368975
12,NoPain,train,40.849964,-21.132061
12,NoPain,train,40.60072,-21.150503
12,NoPain,train,40.28502,-21.077547
12,NoPain,train,39.846237,-20.013548
12,NoPain,train,40.625023,-20.870249
12,NoPain,train,38.220947,-16.722853
12,NoPain,train,41.31582,-20.918787
12,NoPain,train,36.29574,-15.48331
12,NoPain,train,38.019855,-15.015313
12,NoPain,train,37.86111,-17.570082
12,NoPain,train,38.277107,-16.964958
12,NoPain,train,39.012844,-18.05629
12,PainHand,train,39.382103,-19.871302
12,PainArm,train,36.525864,-15.795088
12,PainArm,train,39.856865,-19.503586
12,PainHand,train,37.469395,-17.742268
12,PainHand,train,38.06382,-18.76309
12,PainArm,train,35.89494,-15.890696
12,PainHand,train,38.819927,-19.254639
12,PainArm,train,35.516098,-16.701597
12,PainArm,train,36.120186,-16.42353
12,PainHand,train,37.15906,-18.83197
12,PainHand,train,35.3178,-17.35219
12,PainArm,train,33.987442,-15.545482
12,PainArm,train,36.946587,-15.996064
12,PainArm,train,37.408936,-14.862489
12,PainHand,train,34.496178,-16.269194
12,PainHand,train,36.33349,-17.331112
12,PainHand,train,36.74215,-16.21697
12,PainHand,train,36.928944,-16.81261
12,PainArm,train,33.941032,-16.42349
12,PainArm,train,35.775784,-17.713417
12,PainHand,train,38.499325,-18.239723
12,PainArm,train,33.50468,-16.380842
12,PainArm,train,35.847183,-15.318862
12,PainHand,train,34.84065,-16.172602
13,NoPain,train,21.19967,3.766815
13,NoPain,train,23.279005,4.8372197
13,NoPain,train,20.07069,2.4043996
13,NoPain,train,23.44167,1.8540126
13,NoPain,train,14.685048,-16.050583
13,NoPain,train,30.058113,-4.4523344
13,NoPain,train,30.211882,-4.1766167
13,NoPain,train,23.332237,1.6503642
13,NoPain,train,22.485075,1.1267238
13,NoPain,train,31.231277,-5.5197935
13,NoPain,train,28.130814,-5.274521
13,NoPain,train,23.800436,4.5399594
13,PainHand,train,23.826382,2.3817606
13,PainArm,train,25.107643,4.752294
13,PainHand,train,31.774405,8.628489
13,PainArm,train,25.51491,5.692735
13,PainHand,train,24.863016,6.1603255
13,PainHand,train,26.654718,6.6420984
13,PainArm,train,26.503345,5.5016923
13,PainArm,train,24.375658,6.271237
13,PainArm,train,25.88887,5.407176
13,PainHand,train,25.371704,7.184598
13,PainHand,train,25.314034,7.3626337
13,PainArm,train,25.059097,5.487769
13,PainArm,train,25.16348,5.7389135
13,PainHand,train,29.983456,6.2941623
13,PainArm,train,29.643995,-4.211111
13,PainHand,train,29.686007,5.755042
13,PainHand,train,31.61793,7.8297553
13,PainArm,train,30.710382,7.640804
13,PainArm,train,32.550575,7.054606
13,PainHand,train,31.576645,7.335973
13,PainHand,train,30.183168,6.620875
13,PainHand,train,27.945505,6.0668764
13,PainArm,train,29.894423,-4.094284
13,PainArm,train,29.633425,5.9326024
15,NoPain,train,9.230369,-35.274216
15,NoPain,train,9.303334,-35.21538
15,NoPain,train,9.357281,-35.782974
15,NoPain,train,7.9561825,-36.72428
15,NoPain,train,9.482889,-33.351532
15,NoPain,train,8.453137,-32.4321
15,NoPain,train,3.271601,-35.709133
15,NoPain,train,9.898389,-31.309855
15,NoPain,train,9.760158,-34.821674
15,NoPain,train,9.312949,-32.14272
15,NoPain,train,8.758013,-32.508102
15,NoPain,train,7.4591045,-30.36257
15,PainHand,train,4.617321,-34.78209
15,PainHand,train,8.136778,-32.309975
15,PainArm,train,7.866574,-34.832394
15,PainArm,train,4.396319,-36.680584
15,PainHand,train,4.463624,-36.8331
15,PainHand,train,7.96456,-34.33416
15,PainArm,train,8.668142,-33.912888
15,PainHand,train,4.1066556,-37.17441
15,PainHand,train,3.7818623,-35.99691
15,PainHand,train,6.8052998,-29.339571
15,PainArm,train,7.0487123,-33.698048
15,PainHand,train,3.8389702,-36.759056
15,PainHand,train,7.508686,-31.81784
15,PainArm,train,3.9134088,-37.15504
15,PainHand,train,7.370204,-34.25596
15,PainArm,train,8.720569,-32.720062
15,PainArm,train,6.8754616,-34.798855
15,PainArm,train,6.7664666,-29.247978
15,PainArm,train,6.0555563,-34.79779
15,PainArm,train,5.7168036,-29.037313
15,PainArm,train,8.288908,-31.926489
15,PainHand,train,8.380925,-31.193577
15,PainHand,train,8.203761,-34.824272
15,PainArm,train,6.793088,-35.644222
16,NoPain,train,-8.26164,-1.0049977
16,NoPain,train,-7.751999,-0.08704976
16,NoPain,train,-8.708244,-2.4356647
16,NoPain,train,-8.871516,-2.212351
16,NoPain,train,-8.20583,-1.8735064
16,NoPain,train,-7.5597343,-0.5783441
16,NoPain,train,-7.5945597,2.6141868
16,NoPain,train,-8.901286,5.968126
16,NoPain,train,-13.239274,-4.8574386
16,NoPain,train,-9.498768,-1.9445883
16,NoPain,train,-9.27268,0.77004534
16,NoPain,train,-15.641195,-4.1456456
16,PainArm,train,-8.683662,5.5089493
16,PainArm,train,-9.31261,5.0546613
16,PainHand,train,-10.704124,1.3409224
16,PainHand,train,-9.800697,2.4146924
16,PainArm,train,-26.251766,30.838308
16,PainArm,train,-13.613165,1.4910148
16,PainHand,train,-13.714342,1.4833938
16,PainHand,train,-10.262933,1.11315
16,PainArm,train,-9.726548,2.6246288
16,PainArm,train,-13.596146,1.4852653
16,PainHand,train,-8.156653,4.1315722
16,PainHand,train,-8.630466,2.5866103
16,PainArm,train,-8.632961,3.850111
16,PainArm,train,-9.839715,-1.1481614
16,PainHand,train,-9.076527,1.0496101
16,PainArm,train,-15.84246,-4.0850563
16,PainArm,train,-7.575072,2.4419975
16,PainHand,train,-12.913134,-5.0181026
16,PainHand,train,-10.770484,-1.4565976
16,PainHand,train,-8.58963,1.4372302
16,PainArm,train,-13.12489,-4.9191074
16,PainHand,train,-11.768792,-5.6045575
16,PainHand,train,-11.842518,-1.5389178
16,PainArm,train,-14.39108,-7.561016
18,NoPain,train,-34.707306,18.769548
18,NoPain,train,-34.47899,18.614346
18,NoPain,train,-10.813756,7.39796
18,NoPain,train,-10.700414,7.5605254
18,NoPain,train,-33.849834,18.11649
18,NoPain,train,-36.201153,21.54001
18,NoPain,train,-34.11304,20.515493
18,NoPain,train,-35.2156,21.014597
18,NoPain,train,-31.452333,19.706371
18,NoPain,train,-32.541508,12.864884
18,NoPain,train,-30.547188,19.572853
18,NoPain,train,-7.3641996,23.47931
18,PainArm,train,-33.54304,19.155941
18,PainArm,train,-36.73886,22.037287
18,PainHand,train,-7.688257,27.822802
18,PainHand,train,-36.555412,20.073896
18,PainArm,train,-35.623833,19.609425
18,PainArm,train,-7.5578895,29.26473
18,PainArm,train,-28.322304,26.918175
18,PainArm,train,-33.905285,19.452993
18,PainHand,train,-32.4516,19.47041
18,PainArm,train,-30.432432,15.85878
18,PainArm,train,-27.57861,19.89718
18,PainHand,train,-30.915049,17.190369
18,PainHand,train,-33.8639,18.137932
18,PainHand,train,-36.23992,21.354404
18,PainArm,train,-7.7242856,27.601933
18,PainHand,train,-27.851416,19.172916
18,PainHand,train,-30.601938,16.767048
18,PainHand,train,-29.286987,18.453558
18,PainHand,train,-30.80876,16.940037
18,PainHand,train,-30.372606,18.103773
18,PainArm,train,-30.20494,19.241442
18,PainArm,train,-30.323828,15.586438
18,PainHand,train,-31.757849,17.652649
18,PainArm,train,-29.123018,17.996378
21,NoPain,train,7.902255,21.167048
21,NoPain,train,8.439461,21.848223
21,NoPain,train,9.051777,21.095343
21,NoPain,train,9.496971,19.266912
21,NoPain,train,8.789816,22.278511
21,NoPain,train,9.64532,21.798073
21,NoPain,train,8.353123,20.58024
21,NoPain,train,14.1845455,19.90413
21,NoPain,train,12.45341,19.765352
21,NoPain,train,12.187082,20.749632
21,NoPain,train,14.568195,20.01267
21,NoPain,train,12.366651,20.45953
21,PainArm,train,16.058252,22.41626
21,PainArm,train,15.874392,22.564484
21,PainHand,train,17.07029,21.790535
21,PainHand,train,14.160216,22.969952
21,PainArm,train,12.667087,22.766481
21,PainArm,train,15.0857115,22.513885
21,PainArm,train,17.533209,17.493536
21,PainArm,train,12.088165,21.219738
21,PainHand,train,13.124938,22.708551
21,PainArm,train,11.653272,21.786783
21,PainArm,train,17.302876,21.71298
21,PainHand,train,13.415925,21.28446
21,PainHand,train,14.397385,21.76945
21,PainHand,train,13.958817,21.259073
21,PainArm,train,14.071822,21.872984
21,PainHand,train,15.5020275,21.890387
21,PainHand,train,12.57311,21.663086
21,PainHand,train,14.749305,20.923105
21,PainHand,train,14.122325,25.402107
21,PainHand,train,15.614979,22.86165
21,PainArm,train,13.404282,23.405352
21,PainArm,train,13.542072,21.49048
21,PainHand,train,14.9217615,20.534979
21,PainArm,train,10.487327,20.24131
22,NoPain,train,29.826866,-6.8859596
22,NoPain,train,30.843803,-7.890149
22,NoPain,train,33.360096,-10.069525
22,NoPain,train,33.545547,-9.873475
22,NoPain,train,-0.6355036,3.5476973
22,NoPain,train,35.21976,-14.000348
22,NoPain,train,33.213486,-12.902174
22,NoPain,train,34.21972,-10.714147
22,NoPain,train,-0.86816317,2.973599
22,NoPain,train,34.86624,-11.01809
22,NoPain,train,35.31431,-13.29622
22,NoPain,train,32.9402,-14.074812
22,PainArm,train,27.48206,0.35155204
22,PainArm,train,33.271103,1.930405
22,PainHand,train,38.031017,7.806212
22,PainHand,train,33.648438,-8.974042
22,PainArm,train,26.291916,-0.020493593
22,PainArm,train,27.729914,1.4617866
22,PainHand,train,37.257504,7.8880363
22,PainHand,train,37.343998,8.229426
22,PainArm,train,37.986412,8.18118
22,PainArm,train,42.712547,7.0241685
22,PainHand,train,35.703594,-12.764941
22,PainHand,train,26.301762,1.664437
22,PainArm,train,25.914183,-0.3952829
22,PainArm,train,34.966927,-11.87103
22,PainHand,train,34.89467,-12.734801
22,PainArm,train,-0.69462746,3.385435
22,PainArm,train,12.529369,-4.6530666
22,PainHand,train,34.545437,-12.375847
22,PainHand,train,33.568672,-13.104195
22,PainHand,train,11.304489,-10.516033
22,PainArm,train,-5.905488,6.452779
22,PainHand,train,-6.621074,6.892799
22,PainHand,train,10.715671,-10.277548
22,PainArm,train,-5.3692055,5.7285557
24,NoPain,train,41.31923,-3.7617326
24,NoPain,train,41.024464,-3.2666051
24,NoPain,train,40.779697,-3.8234935
24,NoPain,train,40.233334,-3.0015273
24,NoPain,train,40.90325,-4.2349715
24,NoPain,train,29.570423,-11.975157
24,NoPain,train,40.175526,-4.6148963
24,NoPain,train,38.68883,-2.703958
24,NoPain,train,35.52681,-2.7167485
24,NoPain,train,36.25814,-3.011734
24,NoPain,train,39.117176,-3.8700542
24,NoPain,train,39.283855,-2.9808002
24,PainArm,train,39.50273,-1.5859609
24,PainArm,train,39.87964,-2.4033165
24,PainHand,train,39.055866,-0.032972887
24,PainHand,train,40.4953,-3.6663058
24,PainArm,train,38.63276,-2.6261995
24,PainArm,train,38.009018,-2.5556233
24,PainHand,train,38.19155,0.8647821
24,PainHand,train,39.034267,-0.90627617
24,PainArm,train,37.767174,-0.49826062
24,PainArm,train,37.06164,-1.8058561
24,PainHand,train,22.620028,-16.243668
24,PainHand,train,35.05238,-0.92512697
24,PainArm,train,36.197292,-2.3289733
24,PainArm,train,37.211044,-3.0300167
24,PainHand,train,37.485043,-3.1474185
24,PainArm,train,37.56409,-4.089243
24,PainArm,train,35.688095,-2.5911992
24,PainHand,train,36.9503,-3.248477
24,PainHand,train,36.880653,-4.1696734
24,PainHand,train,35.39921,-3.5504715
24,PainArm,train,35.20338,-3.611581
24,PainHand,train,36.636898,-0.06988671
24,PainHand,train,37.987457,0.39295667
24,PainArm,train,37.65016,0.11046541
25,NoPain,train,45.229515,-23.708654
25,NoPain,train,44.03512,-27.716175
25,NoPain,train,44.5086,-26.829084
25,NoPain,train,43.797356,-23.599802
25,NoPain,train,42.618374,-26.769356
25,NoPain,train,45.985462,-26.58504
25,NoPain,train,45.93786,-25.096285
25,NoPain,train,46.567657,-24.556438
25,NoPain,train,43.255924,-23.499453
25,NoPain,train,44.232132,-23.643528
25,NoPain,train,43.568413,-25.820024
25,NoPain,train,45.292057,-26.818
25,PainHand,train,44.36999,-24.404217
25,PainHand,train,42.893906,-23.317633
25,PainArm,train,44.170044,-24.30192
25,PainArm,train,42.755573,-25.210636
25,PainHand,train,42.895927,-25.026411
25,PainHand,train,44.11535,-24.766598
25,PainArm,train,43.747192,-26.187809
25,PainHand,train,46.003704,-28.328707
25,PainHand,train,43.411125,-24.443472
25,PainHand,train,45.25011,-25.752989
25,PainArm,train,45.611115,-24.587868
25,PainHand,train,45.783253,-25.120893
25,PainHand,train,46.97907,-26.637648
25,PainArm,train,42.0556,-24.466473
25,PainHand,train,44.956818,-24.280516
25,PainArm,train,43.556374,-25.267025
25,PainArm,train,44.894684,-25.14546
25,PainArm,train,46.169132,-25.961145
25,PainArm,train,46.37968,-26.474928
25,PainArm,train,44.890987,-23.889658
25,PainArm,train,47.1671,-24.75979
25,PainHand,train,46.96823,-25.423922
25,PainHand,train,46.757504,-24.022898
25,PainArm,train,5.211852,2.227895
27,NoPain,train,-28.486197,-15.076183
27,NoPain,train,-26.587204,-17.290548
27,NoPain,train,-26.729103,-17.12808
27,NoPain,train,-26.384483,-17.838259
27,NoPain,train,-26.64567,-15.618641
27,NoPain,train,-28.61839,-11.551092
27,NoPain,train,-28.533936,-13.276713
27,NoPain,train,-28.581305,-10.022894
27,NoPain,train,-27.475563,-11.995928
27,NoPain,train,-26.068335,-8.436955
27,NoPain,train,-27.615225,-13.370488
27,NoPain,train,-29.34447,-8.779242
27,PainHand,train,-28.390112,-11.291149
27,PainHand,train,-26.572512,-13.619432
27,PainArm,train,-26.769114,-12.546016
27,PainArm,train,-10.593733,8.380943
27,PainHand,train,-25.775362,-10.95198
27,PainHand,train,-29.365894,-11.154743
27,PainArm,train,-33.40422,-6.8643885
27,PainArm,train,-26.190952,-11.275029
27,PainHand,train,-28.76697,-8.918599
27,PainArm,train,-29.41118,-12.087564
27,PainHand,train,-28.744541,9.854156
27,PainArm,train,-28.50607,-9.83672
27,PainArm,train,-29.425806,-11.84446
27,PainHand,train,-27.123735,-13.092396
27,PainHand,train,-27.01165,-13.640878
27,PainHand,train,-28.137825,-14.434915
27,PainArm,train,-10.612444,8.283396
27,PainArm,train,-26.969454,-10.307445
27,PainHand,train,-27.530327,-12.817049
27,PainArm,train,-28.387741,-12.429798
27,PainArm,train,-30.984985,-12.704917
27,PainHand,train,-28.006636,-10.452804
27,PainArm,train,-42.70302,-7.8142753
27,PainHand,train,-30.770548,-12.757719
28,NoPain,train,1.0279506,-8.949474
28,NoPain,train,0.79522765,-8.835398
28,NoPain,train,0.2314052,-8.85123
28,NoPain,train,-0.26816767,-8.667423
28,NoPain,train,-0.7101786,-9.472707
28,NoPain,train,-1.337414,-8.839554
28,NoPain,train,-3.8024173,-11.094204
28,NoPain,train,0.6022355,-12.317339
28,NoPain,train,-5.1211157,21.044947
28,NoPain,train,-1.0298944,-8.673236
28,NoPain,train,-0.8226604,-5.894445
28,NoPain,train,-0.6895518,-7.592307
28,PainArm,train,-0.5997154,-9.351916
28,PainArm,train,-0.49448895,-10.491264
28,PainHand,train,-2.7211256,-7.9663906
28,PainHand,train,-1.1857734,-9.906611
28,PainArm,train,-1.4051437,-10.708479
28,PainArm,train,-4.227961,-9.891297
28,PainArm,train,-5.0314484,20.945051
28,PainArm,train,0.7834575,-12.033429
28,PainHand,train,-2.6146367,-8.5089445
28,PainArm,train,-2.9174998,19.493683
28,PainArm,train,-2.2443821,19.715433
28,PainHand,train,-1.7736884,19.799025
28,PainHand,train,-3.2007878,-11.261548
28,PainHand,train,-3.5546746,-10.395199
28,PainArm,train,-3.5432568,-9.983074
28,PainHand,train,-3.3390756,-10.30768
28,PainHand,train,-4.7591176,-10.24042
28,PainHand,train,-1.7748727,-10.790446
28,PainHand,train,-0.8120089,-12.486843
28,PainHand,train,-3.1304607,-12.335211
28,PainArm,train,-2.745898,-9.250093
28,PainArm,train,-2.4961977,-8.299896
28,PainHand,train,-0.8693151,-7.588041
28,PainArm,train,-0.84006906,-6.3125563
29,NoPain,train,1.4992126,19.904804
29,NoPain,train,1.6434104,19.74689
29,NoPain,train,2.9467473,18.750975
29,NoPain,train,1.3697853,20.134743
29,NoPain,train,2.1851108,19.290789
29,NoPain,train,-11.296203,22.715977
29,NoPain,train,25.076365,10.917966
29,NoPain,train,-11.441457,22.468998
29,NoPain,train,-16.663807,19.848791
29,NoPain,train,-16.0447,20.526524
29,NoPain,train,-14.764891,19.014187
29,NoPain,train,-16.14901,20.636833
29,PainHand,train,-0.22295873,33.254543
29,PainHand,train,-0.15894678,33.30991
29,PainArm,train,1.2406747,35.137707
29,PainArm,train,0.8619437,35.69429
29,PainHand,train,-8.607577,10.885189
29,PainHand,train,-13.683956,25.121836
29,PainArm,train,-14.470454,23.299969
29,PainHand,train,-8.386609,10.41287
29,PainHand,train,-11.618756,18.181171
29,PainHand,train,-15.044845,22.714378
29,PainArm,train,-15.447757,21.637112
29,PainHand,train,-11.919084,18.526241
29,PainHand,train,-15.892603,22.476408
29,PainArm,train,-12.800934,21.741602
29,PainHand,train,-14.7791605,22.161697
29,PainArm,train,-14.402612,19.478792
29,PainArm,train,-13.577675,21.709457
29,PainArm,train,-14.063583,21.219519
29,PainArm,train,-13.992509,22.099577
29,PainArm,train,-14.746913,19.37851
29,PainArm,train,-14.036114,22.882517
29,PainHand,train,-13.421797,19.772133
29,PainHand,train,-15.284851,20.968384
29,PainArm,train,-14.618711,21.137146
30,NoPain,train,-3.6486235,-18.841766
30,NoPain,train,5.9365077,-18.417826
30,NoPain,train,7.447119,-0.95444524
30,NoPain,train,1.5435684,16.695293
30,NoPain,train,6.4699435,-18.1596
30,NoPain,train,-0.10841071,-3.2246013
