subject,class,split,tsne1,tsne2
4,PainArm,train,-11.699032,7.85593
4,PainHand,train,0.5776856,-15.967456
4,PainArm,train,3.93663,6.008098
4,PainHand,train,13.542756,-10.723561
4,PainArm,train,5.6143203,-2.2310333
4,PainHand,train,-37.071453,5.60633
4,PainArm,train,-11.188051,-4.983817
4,PainHand,train,-4.1953926,-23.427883
4,PainArm,train,-13.744207,-9.397559
4,PainHand,train,-37.082787,5.4731903
4,PainArm,train,9.583334,-3.9980767
4,PainHand,train,4.8223166,-7.9388814
4,PainArm,train,-2.711989,10.366557
4,PainHand,train,-32.59732,-8.086058
4,PainArm,train,-12.144275,-0.120603375
4,PainHand,train,-6.506241,26.60802
4,PainArm,train,-14.245413,20.083006
4,PainHand,train,-4.4645963,-4.4811325
5,NoPain,train,-16.959389,16.82024
5,NoPain,train,-3.0675588,12.427798
5,NoPain,train,13.791645,-0.11696887
5,NoPain,train,-6.1454926,9.450557
5,NoPain,train,2.2368767,-9.421365
5,NoPain,train,27.191488,17.453323
5,NoPain,train,26.488844,16.305254
5,NoPain,train,9.218362,-1.0885818
5,NoPain,train,35.5445,-3.0558097
5,NoPain,train,26.959614,17.243605
5,NoPain,train,35.75718,-2.742602
5,NoPain,train,17.464355,22.83089
5,PainArm,train,-6.900245,-4.700784
5,PainHand,train,-10.441305,-11.310659
5,PainArm,train,-35.87537,-12.986916
5,PainHand,train,-26.823637,-20.453583
5,PainArm,train,6.832193,-7.302709
5,PainHand,train,-28.85896,-20.451641
5,PainArm,train,-26.607265,-9.9043865
5,PainHand,train,-35.00013,-3.5198298
5,PainArm,train,-13.432781,-0.23478384
5,PainHand,train,0.8271113,-16.072037
5,PainArm,train,7.6220303,-16.30316
5,PainHand,train,-28.734398,-20.405275
5,PainArm,train,-26.775051,-9.6061945
5,PainHand,train,-3.669903,-16.487185
5,PainArm,train,7.2069597,-3.0864344
5,PainHand,train,8.228422,-6.7365775
5,PainArm,train,6.339884,-5.169533
5,PainHand,train,-35.078606,-0.22229908
5,PainArm,train,-20.617334,-13.364326
5,PainHand,train,-1.2159517,9.032357
5,PainArm,train,6.6164083,19.46338
5,PainHand,train,0.39671385,-20.572897
5,PainArm,train,-20.187893,-5.338078
5,PainHand,train,8.336644,-15.998521
6,NoPain,train,11.874062,-12.61611
6,NoPain,train,35.0742,15.556158
6,NoPain,train,28.857708,-15.425373
6,NoPain,train,23.585365,-9.064202
6,NoPain,train,31.994524,-4.759784
6,NoPain,train,29.344772,-14.641717
6,NoPain,train,26.026037,12.570046
6,NoPain,train,-43.24326,-1.8616122
6,NoPain,train,27.383806,17.580275
6,NoPain,train,-3.2460628,-20.021938
6,NoPain,train,17.991539,3.4746928
6,NoPain,train,10.852311,-2.253544
6,PainArm,train,-31.142693,-11.178194
6,PainHand,train,-11.321071,23.415007
6,PainArm,train,-34.61503,-21.08378
6,PainHand,train,-30.043058,-21.230606
6,PainArm,train,-5.4120975,0.59626836
6,PainHand,train,-34.408127,-21.16985
6,PainArm,train,-23.098333,11.618694
6,PainHand,train,11.484999,3.631854
6,PainArm,train,-14.519052,17.951727
6,PainHand,train,-0.58050305,-17.375553
6,PainArm,train,-9.49231,11.243937
6,PainHand,train,7.497283,18.12048
6,PainArm,train,-15.891638,10.167252
6,PainHand,train,-10.600419,11.026062
6,PainArm,train,18.865175,-3.1036339
6,PainHand,train,22.723072,-4.488671
6,PainArm,train,14.934858,-3.7715096
6,PainHand,train,-5.4147396,-13.230872
6,PainArm,train,-1.603465,-21.054695
6,PainHand,train,-18.960562,-7.193292
6,PainArm,train,1.4173354,-0.7867313
6,PainHand,train,3.2976441,-3.8514137
6,PainArm,train,-1.5399592,-21.008808
6,PainHand,train,18.721756,-3.7960963
8,NoPain,train,38.17055,14.160672
8,NoPain,train,38.276077,14.271495
8,NoPain,train,38.705765,14.632251
8,NoPain,train,41.574097,10.86031
8,NoPain,train,41.53379,10.86181
8,NoPain,train,6.335976,13.846753
8,NoPain,train,5.9973164,14.056388
8,NoPain,train,-3.6837885,4.242754
8,NoPain,train,27.226656,9.773934
8,NoPain,train,20.854149,-12.877641
8,NoPain,train,37.11008,7.25966
8,NoPain,train,25.76484,-16.069439
8,PainArm,train,-21.99006,-6.558491
8,PainHand,train,-21.370106,-7.214193
8,PainHand,train,2.470455,-1.509799
8,PainArm,train,-23.526741,-5.439662
8,PainHand,train,1.5162393,-12.808203
8,PainHand,train,4.2370152,-10.687907
8,PainArm,train,-9.049308,27.396605
8,PainArm,train,6.290383,-11.71728
8,PainArm,train,5.9022884,-18.048946
8,PainHand,train,3.5674458,-13.280305
8,PainHand,train,-5.0726604,-15.832045
8,PainArm,train,-8.900352,-16.055365
8,PainArm,train,-9.615165,22.64037
8,PainHand,train,-36.915478,-8.681053
8,PainArm,train,-15.481825,-3.0378842
8,PainHand,train,-15.637982,6.5785456
8,PainArm,train,-11.161176,-16.429499
8,PainHand,train,-5.617228,1.8788233
8,PainArm,train,-3.9247506,5.5355625
8,PainHand,train,-12.9572935,14.096934
8,PainArm,train,-5.7602043,3.6105917
8,PainHand,train,-5.3169904,2.51508
8,PainArm,train,-4.0387826,4.100882
8,PainHand,train,-4.274291,3.8850398
11,NoPain,train,32.58111,11.556529
11,NoPain,train,-8.690299,-24.41156
11,NoPain,train,-34.735683,9.2760315
11,NoPain,train,-37.494198,-3.5833676
11,NoPain,train,23.590708,13.403315
11,NoPain,train,31.41994,1.0029383
11,NoPain,train,-3.9971914,12.060453
11,NoPain,train,-4.548729,11.898686
11,NoPain,train,26.63401,-4.2721753
11,NoPain,train,27.454695,12.688772
11,NoPain,train,19.834335,-13.431521
11,NoPain,train,27.031092,-4.4416866
11,PainArm,train,-29.786991,3.3671854
11,PainHand,train,-3.5935848,27.22535
11,PainArm,train,-14.122111,9.847897
11,PainHand,train,-6.505519,1.5060804
11,PainArm,train,-28.163815,-11.418722
11,PainHand,train,-15.575468,1.6208793
11,PainArm,train,-12.946649,1.3822633
11,PainHand,train,-2.3451705,2.2712815
11,PainHand,train,-14.614627,2.9734547
11,PainArm,train,9.1471615,2.8066006
11,PainHand,train,-26.25539,-10.822323
11,PainArm,train,1.2905341,1.3132617
11,PainHand,train,33.02524,6.111975
11,PainArm,train,-10.903389,-8.418774
11,PainArm,train,-39.952057,1.894793
11,PainHand,train,17.420172,9.409534
11,PainArm,train,8.542806,-13.235597
11,PainHand,train,13.019598,-16.413935
11,PainArm,train,-3.1289904,-9.416501
11,PainHand,train,-19.29507,11.637947
11,PainArm,train,-0.87141794,23.250387
11,PainHand,train,-7.8888125,-11.285387
11,PainHand,train,8.054913,-19.02593
11,PainArm,train,-4.5521994,-9.654783
12,NoPain,train,39.204903,2.5553558
12,NoPain,train,38.9164,2.4509988
12,NoPain,train,38.551422,2.4712017
12,NoPain,train,36.55601,3.5052767
12,NoPain,train,39.362095,3.8724017
12,NoPain,train,16.15054,15.130782
12,NoPain,train,28.652887,1.8104076
12,NoPain,train,-14.159636,4.3337793
12,NoPain,train,3.879631,25.946941
12,NoPain,train,10.614118,7.7900195
12,NoPain,train,15.43143,15.74771
12,NoPain,train,21.474886,-10.435973
12,PainHand,train,38.011803,1.8920894
12,PainArm,train,-23.049118,-9.674793
12,PainArm,train,18.715492,2.388855
12,PainHand,train,-17.217066,-12.81642
12,PainHand,train,3.9762313,-21.571774
12,PainArm,train,-22.843266,-10.468927
12,PainHand,train,1.8831037,19.933994
12,PainArm,train,-1.9055426,-16.693035
12,PainArm,train,-4.13548,-13.937655
12,PainHand,train,5.741461,-10.611662
12,PainHand,train,-32.461258,-1.5840393
12,PainArm,train,-25.181778,-10.727982
12,PainArm,train,-4.57918,-5.1768537
12,PainArm,train,3.8464906,25.942421
12,PainHand,train,-27.848324,-2.1567512
12,PainHand,train,6.9366693,30.15556
12,PainHand,train,13.486381,13.516337
12,PainHand,train,-15.921881,4.5905194
12,PainArm,train,-41.22314,-6.055217
12,PainArm,train,-39.69539,-4.028988
12,PainHand,train,11.194746,-4.1685805
12,PainArm,train,-22.90397,0.15405436
12,PainArm,train,-9.306755,11.999003
12,PainHand,train,-19.659855,9.692298
13,NoPain,train,-41.89347,-2.7819507
13,NoPain,train,2.8918986,-12.479439
13,NoPain,train,40.37689,8.841405
13,NoPain,train,9.055873,12.232284
13,NoPain,train,-5.052382,12.2241335
13,NoPain,train,27.311886,10.005983
13,NoPain,train,25.658484,3.569749
13,NoPain,train,-6.459824,10.60714
13,NoPain,train,-25.26118,13.465294
13,NoPain,train,31.051702,21.187746
13,NoPain,train,14.557822,7.8964515
13,NoPain,train,19.851713,-13.714593
13,PainHand,train,5.382229,-6.079847
13,PainArm,train,-9.900537,-6.496259
13,PainHand,train,-9.696329,-2.357252
13,PainArm,train,-9.050448,-10.983827
13,PainHand,train,7.385409,-14.014571
13,PainHand,train,-15.002669,-0.69365263
13,PainArm,train,-6.4852567,-17.76479
13,PainArm,train,22.142967,-22.139118
13,PainArm,train,-5.349706,-20.395023
13,PainHand,train,9.524726,-20.17497
13,PainHand,train,8.721777,-20.616447
13,PainArm,train,9.199681,-10.132505
13,PainArm,train,6.820451,-11.8496685
13,PainHand,train,-1.0791456,15.157249
13,PainArm,train,28.883472,10.590805
13,PainHand,train,0.41507968,13.139697
13,PainHand,train,-9.718147,22.927702
13,PainArm,train,-8.839744,23.805357
13,PainArm,train,-10.109106,15.928424
13,PainHand,train,0.8038319,12.979848
13,PainHand,train,-1.8592744,4.1780195
13,PainHand,train,-35.656624,-6.3451843
13,PainArm,train,25.059036,3.2113614
13,PainArm,train,0.661239,10.321588
15,NoPain,train,35.124454,6.646085
15,NoPain,train,32.766537,2.317656
15,NoPain,train,33.161884,13.1118555
15,NoPain,train,5.9396935,-20.058939
15,NoPain,train,30.803946,1.9725647
15,NoPain,train,15.280302,3.3594055
15,NoPain,train,8.210339,23.972475
15,NoPain,train,11.800002,15.347463
15,NoPain,train,32.938194,0.66897094
15,NoPain,train,22.47998,24.059746
15,NoPain,train,19.23336,0.6112105
15,NoPain,train,-17.213896,-14.46726
15,PainHand,train,-6.496215,29.601078
15,PainHand,train,18.041468,-3.8523319
15,PainArm,train,17.10196,-3.0091345
15,PainArm,train,-12.983231,8.192457
15,PainHand,train,-17.857662,1.4515313
15,PainHand,train,18.482237,3.6062295
15,PainArm,train,-17.487625,-8.489164
15,PainHand,train,-25.45785,7.062304
15,PainHand,train,-37.965805,-6.8157606
15,PainHand,train,-10.070139,-14.081309
15,PainArm,train,2.7394714,23.487408
15,PainHand,train,-25.0052,11.745201
15,PainHand,train,0.37415144,5.488444
15,PainArm,train,-24.889246,10.332273
15,PainHand,train,9.961599,-10.148233
15,PainArm,train,14.2338085,3.2486506
15,PainArm,train,-4.855324,-10.160013
15,PainArm,train,-0.56482524,-8.428479
15,PainArm,train,-2.710425,18.95926
15,PainArm,train,-5.0918937,-24.546614
15,PainArm,train,-8.810608,11.286531
15,PainHand,train,-14.315304,5.8405213
15,PainHand,train,23.22986,-0.10647882
15,PainArm,train,-1.2880865,-5.8730183
16,NoPain,train,31.800041,7.2300243
16,NoPain,train,32.771297,13.652032
16,NoPain,train,33.638878,-0.95520514
16,NoPain,train,31.931664,-1.7848488
16,NoPain,train,35.181873,-1.1652019
16,NoPain,train,25.402317,6.7352853
16,NoPain,train,-23.8201,5.2651267
16,NoPain,train,35.472393,9.206427
16,NoPain,train,-1.1814005,-10.965686
16,NoPain,train,6.904135,4.0652456
16,NoPain,train,30.577425,3.9899476
16,NoPain,train,-11.188211,10.988329
16,PainArm,train,-36.612846,-4.081843
16,PainArm,train,-31.200542,-17.660368
16,PainHand,train,-21.993084,-11.884232
16,PainHand,train,-18.776339,-16.437489
16,PainArm,train,-5.0034027,27.432611
16,PainArm,train,-20.762926,-13.535276
16,PainHand,train,0.9021402,7.84485
16,PainHand,train,-17.745434,-11.717207
16,PainArm,train,-18.939661,-16.339228
16,PainArm,train,-19.474302,-12.620749
16,PainHand,train,-36.8962,-2.1909657
16,PainHand,train,-23.9721,-8.235814
16,PainArm,train,-29.898233,-6.684041
16,PainArm,train,0.034502253,-9.023353
16,PainHand,train,3.3534334,-9.952974
16,PainArm,train,-24.551544,14.483575
16,PainArm,train,8.08865,24.733913
16,PainHand,train,-1.8738245,-11.65584
16,PainHand,train,-0.098083906,-8.022557
16,PainHand,train,5.748313,-8.626913
16,PainArm,train,-1.5732304,-11.328182
16,PainHand,train,0.8311641,-10.776217
16,PainHand,train,-14.12169,-21.830484
16,PainArm,train,-7.7314534,-13.960834
18,NoPain,train,19.862408,-4.90851
18,NoPain,train,19.802439,-4.819477
18,NoPain,train,37.40805,8.246498
18,NoPain,train,37.43862,8.350728
18,NoPain,train,30.150063,-4.1939306
18,NoPain,train,21.440216,6.7713504
18,NoPain,train,26.995186,-10.663189
18,NoPain,train,10.193768,-14.826898
18,NoPain,train,18.696304,10.906671
18,NoPain,train,3.922534,21.868416
18,NoPain,train,-9.489698,-20.578283
18,NoPain,train,-28.19083,10.828087
18,PainArm,train,18.568493,-5.6389785
18,PainArm,train,12.570768,21.50295
18,PainHand,train,8.704104,18.173056
18,PainHand,train,22.276253,-4.7077336
18,PainArm,train,-1.665339,-1.2437646
18,PainArm,train,-31.231113,-22.801052
18,PainArm,train,-22.097797,-12.486634
18,PainArm,train,-5.844721,-3.313533
18,PainHand,train,-1.4459534,-14.3153925
18,PainArm,train,-0.2269162,2.5727859
18,PainArm,train,-33.508976,-6.6103377
18,PainHand,train,-6.1781073,-10.778513
18,PainHand,train,15.139291,4.556055
18,PainHand,train,23.784042,-6.8363676
18,PainArm,train,17.751053,17.050268
18,PainHand,train,-40.595707,2.010172
18,PainHand,train,-9.402495,10.0463295
18,PainHand,train,-6.3381133,17.475365
18,PainHand,train,-11.237315,-17.223633
18,PainHand,train,-13.492024,19.352638
18,PainArm,train,-10.54761,-21.442669
18,PainArm,train,-12.047069,-19.84573
18,PainHand,train,0.30973113,-7.575849
18,PainArm,train,-6.8995943,19.741598
21,NoPain,train,-28.044353,-0.32749084
21,NoPain,train,-22.993523,13.743328
21,NoPain,train,-7.5292816,12.596047
21,NoPain,train,12.916408,26.21791
21,NoPain,train,17.236258,20.79258
21,NoPain,train,39.788464,5.038257
21,NoPain,train,-5.4799004,10.243787
21,NoPain,train,32.116665,0.25879577
21,NoPain,train,29.498379,-2.9011233
21,NoPain,train,22.236694,-2.287972
21,NoPain,train,16.98249,2.6607852
21,NoPain,train,27.06483,0.7269575
21,PainArm,train,-3.872042,-18.812086
21,PainArm,train,-28.523336,-7.3860197
21,PainHand,train,-41.55616,-7.8449507
21,PainHand,train,-6.0009093,6.2451873
21,PainArm,train,6.9010563,8.723469
21,PainArm,train,-37.726128,-1.1820182
21,PainArm,train,12.148645,-10.567947
21,PainArm,train,18.54656,-0.37068883
21,PainHand,train,13.829522,-6.182013
21,PainArm,train,7.6413813,17.655655
21,PainArm,train,-3.5181067,-1.884762
21,PainHand,train,21.385218,-2.8185058
21,PainHand,train,2.571252,7.342602
21,PainHand,train,9.504741,-10.233126
21,PainArm,train,1.5215621,6.967065
21,PainHand,train,-15.978345,-14.3343315
21,PainHand,train,-12.615857,4.5932784
21,PainHand,train,-9.1118555,-13.562547
21,PainHand,train,-7.034835,27.605997
21,PainHand,train,-12.962622,-16.71611
21,PainArm,train,1.0163472,-3.9360073
21,PainArm,train,13.053659,4.0655627
21,PainHand,train,-7.342695,-15.611389
21,PainArm,train,14.8097105,7.280207
22,NoPain,train,1.5576333,-6.361692
22,NoPain,train,12.4737835,18.459694
22,NoPain,train,15.885391,0.79749185
22,NoPain,train,20.259771,14.999335
22,NoPain,train,-4.544329,15.849558
22,NoPain,train,35.220818,3.733154
22,NoPain,train,19.218817,19.160622
22,NoPain,train,25.19367,-2.9051516
22,NoPain,train,13.303651,26.201092
22,NoPain,train,23.315363,-1.1549492
22,NoPain,train,32.569466,1.2121736
22,NoPain,train,34.489235,14.766766
22,PainArm,train,-21.00577,18.874264
22,PainArm,train,-28.976503,-17.381191
22,PainHand,train,-14.744779,-1.9778897
22,PainHand,train,22.15084,-22.144083
22,PainArm,train,-5.844726,-8.237439
22,PainArm,train,-25.15387,-19.29609
22,PainHand,train,-23.90506,-18.670118
22,PainHand,train,-24.531485,-18.755894
22,PainArm,train,-4.185292,-3.5851724
22,PainArm,train,-0.3598575,16.052673
22,PainHand,train,31.022694,12.056246
22,PainHand,train,-5.6437955,-14.199778
22,PainArm,train,-11.399873,17.359756
22,PainArm,train,18.93494,4.6208563
22,PainHand,train,32.132023,11.982097
22,PainArm,train,36.522232,8.953687
22,PainArm,train,-4.8354754,18.381117
22,PainHand,train,20.176876,2.7271082
22,PainHand,train,28.858753,7.496759
22,PainHand,train,-5.474208,-17.591599
22,PainArm,train,-41.81641,-1.7689528
22,PainHand,train,-10.333764,-22.067757
22,PainHand,train,-5.908766,-17.25818
22,PainArm,train,-28.579355,1.6567837
24,NoPain,train,21.910284,-1.073923
24,NoPain,train,23.687246,0.050143167
24,NoPain,train,25.82158,0.38952136
24,NoPain,train,26.438892,3.76344
24,NoPain,train,26.04707,-0.2768144
24,NoPain,train,16.915966,22.859653
24,NoPain,train,28.47209,1.5986946
24,NoPain,train,18.426525,7.815105
24,NoPain,train,-1.8464454,-24.595863
24,NoPain,train,-6.2412357,8.455605
24,NoPain,train,10.082514,-16.771193
24,NoPain,train,31.257517,-1.0043284
24,PainArm,train,-6.7024984,21.891045
24,PainArm,train,22.753008,1.565039
24,PainHand,train,-30.583593,-17.429335
24,PainHand,train,24.853827,-0.01602612
24,PainArm,train,18.364351,7.3002744
24,PainArm,train,6.61877,0.7380067
24,PainHand,train,-33.108456,-1.5586265
24,PainHand,train,-20.149172,-14.629672
24,PainArm,train,-17.959032,-9.613535
24,PainArm,train,-30.35908,-6.322842
24,PainHand,train,-30.548996,5.8406663
24,PainHand,train,-8.732022,28.195269
24,PainArm,train,2.2430465,-20.238514
24,PainArm,train,6.679168,13.571818
24,PainHand,train,7.368373,5.425551
24,PainArm,train,6.014007,3.7280183
24,PainArm,train,-8.177431,-2.6136599
24,PainHand,train,7.230212,13.473871
24,PainHand,train,-6.1475763,-26.721844
24,PainHand,train,-3.9618511,-27.312027
24,PainArm,train,-4.719604,19.40407
24,PainHand,train,-41.439972,-6.3364973
24,PainHand,train,-25.661907,-17.274506
24,PainArm,train,-20.08444,-0.020579867
25,NoPain,train,18.437565,-13.984432
25,NoPain,train,8.16468,-26.536589
25,NoPain,train,13.72889,21.343174
25,NoPain,train,28.216818,-5.9200354
25,NoPain,train,35.50204,16.460403
25,NoPain,train,-30.618135,-7.5128636
25,NoPain,train,-10.975425,12.255608
25,NoPain,train,-11.062537,12.806909
25,NoPain,train,28.156982,-4.2345867
25,NoPain,train,16.914707,3.2321558
25,NoPain,train,17.472843,-18.067003
25,NoPain,train,-42.597008,-1.5440028
25,PainHand,train,19.824629,-6.2131076
25,PainHand,train,29.241217,-3.2368495
25,PainArm,train,20.07661,-5.6845217
25,PainArm,train,17.880827,-11.100332
25,PainHand,train,-36.598873,-1.5644026
25,PainHand,train,16.926773,-4.110807
25,PainArm,train,17.350784,-18.004648
25,PainHand,train,-1.016875,23.14913
25,PainHand,train,16.996115,1.527189
25,PainHand,train,7.9907913,23.72292
25,PainArm,train,-17.717503,8.587353
25,PainHand,train,-12.254317,6.2978663
25,PainHand,train,-41.46984,-4.9833746
25,PainArm,train,-30.704323,-19.329979
25,PainHand,train,14.421495,5.2827907
25,PainArm,train,18.004383,-1.4294147
25,PainArm,train,4.997216,16.512224
25,PainArm,train,-28.286541,-6.9418106
25,PainArm,train,-27.125477,0.8336558
25,PainArm,train,12.93555,5.6317577
25,PainArm,train,-11.217254,16.29861
25,PainHand,train,-13.931774,-15.557
25,PainHand,train,-11.351236,13.273573
25,PainArm,train,-27.925165,-15.679383
27,NoPain,train,20.164623,-15.544934
27,NoPain,train,20.39073,-17.168098
27,NoPain,train,20.447662,-17.167694
27,NoPain,train,20.023912,-17.724342
27,NoPain,train,22.088251,-17.303097
27,NoPain,train,2.0259933,-1.7524
27,NoPain,train,16.700562,-13.424161
27,NoPain,train,2.7716763,-0.65805304
27,NoPain,train,7.623019,-5.461388
27,NoPain,train,42.742565,3.824001
27,NoPain,train,-3.5818586,-9.575299
27,NoPain,train,-6.7093472,18.290451
27,PainHand,train,17.530159,-5.307056
27,PainHand,train,5.3046236,-12.457471
27,PainArm,train,12.208043,-0.8661229
27,PainArm,train,-40.532993,-2.5513992
27,PainHand,train,-18.288193,20.093763
27,PainHand,train,-8.227138,-5.456793
27,PainArm,train,11.181759,18.213377
27,PainArm,train,9.675132,1.2308384
27,PainHand,train,-2.6157773,17.708315
27,PainArm,train,-4.4206724,-0.4470403
27,PainHand,train,-5.795189,28.96985
27,PainArm,train,-8.321321,7.607521
27,PainArm,train,-7.46345,-5.794393
27,PainHand,train,-15.402187,-6.901753
27,PainHand,train,-6.744803,-11.601604
27,PainHand,train,22.33204,1.6155903
27,PainArm,train,-40.128857,-2.5274138
27,PainArm,train,18.71978,11.360902
27,PainHand,train,-12.816059,-12.663774
27,PainArm,train,-13.317014,-14.94177
27,PainArm,train,-27.687641,6.199282
27,PainHand,train,-4.0016994,2.2293296
27,PainArm,train,-27.25376,9.012832
27,PainHand,train,-16.101242,4.3226905
28,NoPain,train,29.109816,11.622685
28,NoPain,train,30.215199,12.749886
28,NoPain,train,29.995996,13.004993
28,NoPain,train,25.851969,9.635859
28,NoPain,train,20.407858,1.5834914
28,NoPain,train,-4.432112,-7.999023
28,NoPain,train,5.165371,-15.257623
28,NoPain,train,11.140677,5.35185
28,NoPain,train,-43.868126,-1.2451158
28,NoPain,train,18.66662,-13.621453
28,NoPain,train,-21.846867,16.081467
28,NoPain,train,-7.339829,-15.897936
28,PainArm,train,21.335152,-0.121144824
28,PainArm,train,-10.049572,24.238943
28,PainHand,train,-0.04879715,13.437287
28,PainHand,train,9.2325325,3.2579658
28,PainArm,train,-0.7241301,20.657492
28,PainArm,train,10.77049,-12.338401
28,PainArm,train,-23.646889,13.372834
28,PainArm,train,-0.804366,26.465343
28,PainHand,train,-9.53218,24.009516
28,PainArm,train,-19.978426,11.139495
28,PainArm,train,-19.965942,3.5025125
28,PainHand,train,-18.434113,3.979699
28,PainHand,train,3.694307,-13.884841
28,PainHand,train,5.6451197,-14.765227
28,PainArm,train,5.5848117,-16.10856
28,PainHand,train,-2.9748824,-13.164067
28,PainHand,train,4.1173754,-8.336073
28,PainHand,train,-1.909181,-24.658428
28,PainHand,train,13.875985,-15.066217
28,PainHand,train,-8.755848,-15.737271
28,PainArm,train,-18.17395,-16.703794
28,PainArm,train,-4.2258654,1.332453
28,PainHand,train,1.7570807,-3.0539489
28,PainArm,train,14.560534,17.843937
29,NoPain,train,32.570168,-6.396147
29,NoPain,train,32.622784,-6.339038
29,NoPain,train,24.631758,16.27392
29,NoPain,train,33.78912,-6.4981985
29,NoPain,train,20.661184,11.005917
29,NoPain,train,7.2842903,8.582134
29,NoPain,train,42.136326,3.1863682
29,NoPain,train,13.653207,1.8055516
29,NoPain,train,-12.330171,-5.6226315
29,NoPain,train,2.8970742,-10.047549
29,NoPain,train,7.0213795,-22.704632
29,NoPain,train,2.6229658,-10.711146
29,PainHand,train,-31.676422,-22.191109
29,PainHand,train,-32.393982,-21.723059
29,PainArm,train,-7.396736,2.4899824
29,PainArm,train,-7.1019545,3.530054
29,PainHand,train,-34.345024,-19.39368
29,PainHand,train,-2.5476556,15.198408
29,PainArm,train,1.5782205,-24.404749
29,PainHand,train,-40.176514,-9.199935
29,PainHand,train,-32.949787,0.6514669
29,PainHand,train,-0.31226626,-17.331572
29,PainArm,train,-9.128687,-4.0777454
29,PainHand,train,-24.642763,-7.0622325
29,PainHand,train,-8.887916,-4.000697
29,PainArm,train,-19.136816,14.535178
29,PainHand,train,-0.9895707,-16.142916
29,PainArm,train,-11.873586,-3.5900917
29,PainArm,train,-17.658888,10.640795
29,PainArm,train,-5.991565,-7.1959796
29,PainArm,train,-10.146028,-0.3814427
