subject,class,split,PC1,PC2,PC3
2,PainArm,train,-8000150.706525388,-2358.28122958811,-151.32775355383427
2,PainHand,train,-8000154.2235016795,-15327.64748300682,-115.56379612689452
2,PainArm,train,-8000136.024289674,739.8518951956047,-159.66499689832898
2,PainHand,train,-8000118.359898425,34607.21430457222,-202.39584486500695
2,PainArm,train,-8000131.419584236,-996.9977867914523,-152.82925560234926
2,PainHand,train,-8000140.166082526,-14907.017251231695,-143.03946142646961
2,PainArm,train,-8000115.772473797,6312.922627701917,-168.56113108565853
2,PainHand,train,-8000110.172814603,26439.987713989154,-189.43510436648967
2,PainArm,train,-8000117.549405843,-1030.3726463618193,-150.38891866628637
2,PainHand,train,-8000099.0057772035,8106.72188231344,-165.06723832107548
2,PainArm,train,-8000068.194973978,50487.09120634967,-229.76152423964956
2,PainHand,train,-8000076.280554606,44174.739771024324,-216.07028895506028
2,PainArm,train,-8000087.441886857,7786.6349769864155,-173.30702344157174
2,PainHand,train,-8000104.20742204,-11136.101932823725,-135.97502736074935
2,PainArm,train,-8000095.948758535,-11477.173923887409,-140.69970416728523
2,PainHand,train,-8000088.703842787,2398.576402304268,-106.08959466952082
2,PainArm,train,-8000075.556343659,283.0144891100061,-157.84468769494734
2,PainHand,train,-8000103.247333146,-9706.9477784117,-139.311773280726
2,PainArm,train,-8000098.833067969,-6559.874288328216,-150.97452644139085
2,PainHand,train,-8000095.02557514,-3914.165707798673,-155.89717844513362
2,PainArm,train,-8000101.134367606,-9404.042697433477,-135.17624941732794
2,PainHand,train,-8000101.662182064,-10282.855404766817,-137.56323760298693
4,NoPain,train,-1044459.8200592842,-26493.358281281984,-25.69924680669425
4,NoPain,train,-842859.8327288039,-26578.069555036785,15.704035075402999
4,NoPain,train,-944259.8362408809,-26592.16100836641,-51.54481452637363
4,NoPain,train,-944259.8370193315,-26592.17615247028,-8.500391323812815
4,NoPain,train,-845319.8457375702,-26633.75139672847,192.6402430430375
4,NoPain,train,-812979.8809856996,-26838.471168435874,-0.7413212322432261
4,NoPain,train,-775259.9386970063,-27156.0527621068,19.949323036442845
4,NoPain,train,-842859.9338109427,-27111.976225524504,61.915290116838875
4,NoPain,train,-921347.9198549421,-27037.382062283545,6.800309169290001
4,NoPain,train,-573731.9280599493,-27113.920844707427,2.210883564456847
4,NoPain,train,-1256988.8647403643,-26711.15590367534,-8.783845071557279
4,NoPain,train,-1295493.8524436555,-26640.555288383897,-11.934826209370147
4,PainArm,train,-1219499.8385810084,-26577.77639921207,3.9454475761544416
4,PainHand,train,-1177259.8576403372,-26679.42231743941,-7.149463800375153
4,PainArm,train,-1347001.8632195448,-26696.439252467237,-13.882238315007392
4,PainHand,train,-944259.8707366092,-26773.14342849626,-6.4036642459798845
4,PainArm,train,-876659.8699750828,-26774.970402349,-2.2268537349797133
4,PainHand,train,-1083772.8780839355,-26801.283493824416,-4.162162672284057
4,PainArm,train,-775259.8898530579,-26892.049098855932,-9.420051014155257
4,PainHand,train,-629225.8984579683,-26948.44380497662,3.196935496859454
4,PainArm,train,-676647.9125470215,-27020.834167712757,2.057262251605741
4,PainHand,train,-574099.916317387,-27048.86543795673,3.6058892411688883
4,PainArm,train,-881560.9207861748,-27050.27823935159,-68.4300188869607
4,PainHand,train,-235205.93445008298,-27176.320685824507,1.7701446937855994
4,PainArm,train,-1011095.9179765849,-27020.490486333416,1.7682389640301746
4,PainHand,train,-1061159.9121643906,-26992.758689010116,-4.0377736840782035
4,PainArm,train,-1037551.9147480762,-27004.968070681894,-4.487892270539551
4,PainHand,train,-491459.93606051203,-27164.22825541357,5.07554260967184
4,PainArm,train,-655559.9399662047,-27171.05657819781,2.100115027536439
4,PainHand,train,-825959.9404489674,-27160.116701641706,-1.1310055612553926
4,PainArm,train,-807659.9508924352,-27215.161957908622,4.045413934541227
4,PainHand,train,-926818.9096296092,-26988.313901906986,-65.74478015651503
4,PainArm,train,-952464.7785732994,-26287.114169125307,-38.381865546051955
4,PainHand,train,-634268.7724205018,-26280.8578858327,9.72803634234257
4,PainArm,train,-706859.7709870616,-26267.43424443115,3.3522713967559623
4,PainHand,train,-430659.77353590116,-26305.982402528276,-15.804427222240456
5,NoPain,train,39762.069790857124,20686.34848773121,-42.65317626818224
5,NoPain,train,307362.8662353442,8941.776782247785,-33.703385641878555
5,NoPain,train,761001.3496657579,6154.206569709209,-18.294663507492153
5,NoPain,train,576546.0496766494,4574.094747466905,-47.27918050664928
5,NoPain,train,606974.6608938418,2504.6018803909346,-19.562372830811718
5,NoPain,train,911346.5460716438,7186.060971936456,-29.260956539497357
5,NoPain,train,968046.2109547396,5396.434398364749,-12.959160731443522
5,NoPain,train,765860.7670709144,3057.503271038457,-3.234821976574888
5,NoPain,train,894902.2230453499,146.54294852776093,-5.412918942887236
5,NoPain,train,971447.4077735813,1128.2673540747264,-0.5244153195521988
5,NoPain,train,968044.962250484,-1240.7739914666695,-6.97936196065437
5,NoPain,train,967101.9836503456,9509.107038871834,-23.32162419561336
5,PainArm,train,448059.88332500175,9019.292996141612,-31.123083471384863
5,PainHand,train,752882.0118818327,25629.582030212205,-39.32467423815847
5,PainArm,train,262004.28996424843,122876.92067296563,-204.57249056695565
5,PainHand,train,892135.5480729558,55059.22409497214,-86.25620799905356
5,PainArm,train,494481.82551209704,8707.633676791784,-31.133443040172775
5,PainHand,train,619914.0124978527,68188.87325066245,-115.84447217640766
5,PainArm,train,279069.92834998394,67772.73897557685,-109.76068702421485
5,PainHand,train,414992.8208884248,19328.376800934566,-45.05939218430307
5,PainArm,train,508219.38530825975,75502.20568221167,-92.77844314703543
5,PainHand,train,713092.9170180667,14494.422001310479,-30.58589169913723
5,PainArm,train,920999.7498917305,2950.11452634218,-10.159179344703285
5,PainHand,train,554119.0958265121,52684.82404353479,-87.52391558348245
5,PainArm,train,225963.13198804096,52963.66770911034,620.046141560947
5,PainHand,train,706325.8762409758,30230.573463443758,-56.82520012821427
5,PainArm,train,422422.5801257588,7411.691963136002,-25.954378712945772
5,PainHand,train,615655.6944520336,13317.778214651184,-46.730360511962544
5,PainArm,train,686273.6950103367,2681.164129967442,-14.885148064117118
5,PainHand,train,305652.94756470306,20012.069850375952,-49.28341649141974
5,PainArm,train,-186796.9231431006,42013.08017523253,-100.02484828054457
5,PainHand,train,765009.9529162206,25315.407519111162,-49.54071630811756
5,PainArm,train,644344.2743665489,5766.927187228243,-8.669484329521692
5,PainHand,train,724641.126898394,20927.2531851784,-43.60035598528222
5,PainArm,train,-88597.64838306746,38148.76311626164,-78.9547905169576
5,PainHand,train,819610.3545271037,6174.33785202543,-31.991700610556002
6,NoPain,train,1208505.0772440955,-21902.83899461663,23.838783102128897
6,NoPain,train,-103922.4401189863,-19220.90455250252,8.578900505199574
6,NoPain,train,1550542.4484527041,-14654.71691613422,37.42828494418748
6,NoPain,train,1899743.2241013148,-10563.867769436127,42.60503176330066
6,NoPain,train,1899743.7903625509,-7555.412104937978,22.120569826423303
6,NoPain,train,1780944.7012709298,-2694.7860748123653,42.27759225643366
6,NoPain,train,1566905.457989818,54529.61625009398,-63.49701959008429
6,NoPain,train,-613267.8618496787,37421.81101904441,-36.598638380457814
6,NoPain,train,1899748.6433963517,18255.33864197872,-13.929612218518919
6,NoPain,train,1817015.4874693495,54655.29723431836,-87.39402114847458
6,NoPain,train,1899747.060157722,9836.913176972534,-8.564414188661038
6,NoPain,train,1384047.1859664286,10554.335748069814,-20.15461778507268
6,PainArm,train,504116.05876819143,36556.03235082459,-82.92029500050641
6,PainHand,train,1780959.9489715775,78379.69671399645,-120.9259391999703
6,PainArm,train,-419750.39657662506,108696.97832134574,-150.7180132394809
6,PainHand,train,1899769.586484863,129623.75006118637,-162.04084846684222
6,PainArm,train,1550560.2205945412,79853.87668888952,-108.1473340023497
6,PainHand,train,505074.26381130336,106771.69865567492,-182.1387396616385
6,PainArm,train,1899762.3396943042,91087.15897117653,-136.24110525400897
6,PainHand,train,1899754.988453601,51999.72525368662,-12.839685644927652
6,PainArm,train,1475609.957822507,46543.44644953497,-189.5617309927941
6,PainHand,train,1842838.6681696714,39660.0615282772,-63.653163503894106
6,PainArm,train,1899749.907363339,24975.62455798888,-35.570228251889084
6,PainHand,train,1899750.0802836297,25895.066199837114,-49.84168681985951
6,PainArm,train,1899750.9132892052,30331.604192355644,21.418592156786268
6,PainHand,train,1899751.016167633,30873.215006132046,-28.379020190832563
6,PainArm,train,1899749.2002456463,21208.083754931573,-105.40051548819574
6,PainHand,train,1899749.5658873224,23159.31827240762,-31.306747830281598
6,PainArm,train,1899748.4704350128,17336.059633006116,-22.685904352451956
6,PainHand,train,1899748.2246312196,16028.253595110786,-19.806558901597867
6,PainArm,train,1899748.818963745,19197.96183407862,99.64812812606165
6,PainHand,train,3199.5938560036516,34159.044597104315,-56.3298916143557
6,PainArm,train,1840048.5227239428,17618.53914911347,-14.390661848742372
6,PainHand,train,1754473.7879841595,18988.564336429274,-627.3022013132578
6,PainArm,train,1899748.3781421124,16827.959651066507,-218.06244471082965
6,PainHand,train,1899746.8226076257,8569.449900517993,-33.24764507162146
8,NoPain,train,-8000255.265313397,-1708.0482043153017,-157.35806106334186
8,NoPain,train,-8000255.496580207,-2928.4079473974134,-156.40829894958944
8,NoPain,train,-8000255.293083791,-1862.095898886582,-147.39413811289225
8,NoPain,train,-8000255.336454144,-2096.057380354496,-157.11129973337938
8,NoPain,train,-8000255.739120788,-4236.605708209137,-153.95460253758012
8,NoPain,train,920191.2851683628,32308.30220044119,-60.04774049930005
8,NoPain,train,1102214.3278244846,48487.76979449569,-79.6229475894064
8,NoPain,train,1001896.7471556986,82619.51689161893,-128.23974492142776
8,NoPain,train,911359.4666274295,75855.80002629998,-41.41609883839377
8,NoPain,train,1193212.0865637308,25880.193515950166,-64.06171812207296
8,NoPain,train,-4739790.145011895,25754.939724352917,-32.60022000100609
8,NoPain,train,969332.6887586645,7841.8271253687635,-23.231328253723298
8,PainArm,train,-8000250.064948517,25945.306460722066,-196.774208991469
8,PainHand,train,-8000246.464804878,45088.41930177289,-224.32089304976364
8,PainHand,train,914931.1317778496,31490.673531210068,-58.13297189412234
8,PainArm,train,-7723769.050035424,31385.296478658267,-185.17588151822943
8,PainHand,train,1044452.8096716218,40394.09588239688,-68.42968707705917
8,PainHand,train,1052742.52887171,17606.33988087365,-36.61501673679729
8,PainArm,train,-5640160.169523378,52199.62167472912,-105.2995200161188
8,PainArm,train,1285181.6550901232,34223.76583952084,-56.14992329548652
8,PainArm,train,1337110.5537753294,7096.525177653053,-16.162542502713542
8,PainHand,train,779645.6526076831,2356.5894589780037,-18.721387813741238
8,PainHand,train,571222.036460477,20350.78052115105,-49.05450088407846
8,PainArm,train,857928.444037033,49092.76687064304,-84.80374380285667
8,PainArm,train,911356.2038613736,58463.219754981656,-102.73802062759918
8,PainHand,train,-994488.5854018858,54832.66790124704,-48.407561701940516
8,PainArm,train,670135.2533062621,58755.093062453954,-104.32609612139632
8,PainHand,train,1002828.7831986147,40271.75962816883,-68.9901107023986
8,PainArm,train,1033737.4967678749,65322.157048825284,-101.87466936706224
8,PainHand,train,980159.6859601038,98245.60444758834,-156.36455980254482
8,PainArm,train,1089890.474769743,75841.33389233104,-112.2543730433168
8,PainHand,train,743383.2312761295,85229.74212719651,-137.42675399471216
8,PainArm,train,806647.561315991,118868.05141753837,-185.06207128824994
8,PainHand,train,1116254.4084256324,107386.06693576703,-164.834163335421
8,PainArm,train,1273660.653260126,82094.9927981128,-122.9431123725716
8,PainHand,train,1101761.315478165,85625.05874752492,-126.43954250030978
11,NoPain,train,-558241.1194321649,-22819.995862318603,-5.35815907150378
11,NoPain,train,-850798.6983325732,-20613.037457793227,-46.85468734866967
11,NoPain,train,-817558.4828266155,-19415.079177029987,-5.4939848514628
11,NoPain,train,-151494.52124724095,-19693.291276515076,-1.779837425297568
11,NoPain,train,167263.28844002003,-20717.872276813912,4.634873855381271
11,NoPain,train,199833.76308044474,-23534.786226615342,7.6791399130734534
11,NoPain,train,-94058.36260063435,-24182.518508615827,-1.868653661869659
11,NoPain,train,-120162.3811420259,-24287.675044461692,-1.6808870448116078
11,NoPain,train,835740.6629960522,-24123.22700285136,18.948816386503445
11,NoPain,train,-132358.3959332536,-19031.895560191348,-15.87211820486704
11,NoPain,train,205645.01424488085,-22216.23242000261,19.079995099630224
11,NoPain,train,280740.6869423419,-23975.490613979826,8.207799605601206
11,PainArm,train,491329.6446352943,-18872.777629989683,3.8993546759577526
11,PainHand,train,723541.4664839737,-19847.39210856603,8.029588233272877
11,PainArm,train,652489.6542845098,-18813.3562964551,9.198274758553346
11,PainHand,train,229339.90636831624,-6805.380121525123,-15.971662487465826
11,PainArm,train,277292.3405205184,-4513.663862412942,-15.701622875665905
11,PainHand,train,-7655.929126600438,-5916.900706909678,-21.37218646958549
11,PainArm,train,-209135.92210835268,-564.813032928803,-22.791544965486523
11,PainHand,train,315696.9425673607,-6642.637423538885,-7.617863864719915
11,PainHand,train,154044.76277057678,-2236.9063931900387,-22.6636230970477
11,PainArm,train,303786.15267796617,-16168.971631247972,-1.648112702016213
11,PainHand,train,-7056.616093004103,-9583.84072645008,-13.997655214442736
11,PainArm,train,94081.70299790938,-18526.55761292274,-7.489182355152865
11,PainHand,train,195867.3176692329,-20587.853335954638,20.463702857159312
11,PainArm,train,231989.07203535206,-21877.851381295986,47.32249852786817
11,PainArm,train,-89219.54745368699,-25160.822337406604,-27.1304772427954
11,PainHand,train,-105632.47900767226,-24805.429601310283,4.620056128374334
11,PainArm,train,28141.114121860363,-21679.98676293171,-2.286263759899663
11,PainHand,train,205200.75465216278,-18297.581865099866,9.013879414351528
11,PainArm,train,666511.0753833652,-21895.401328854383,8.79140310006436
11,PainHand,train,500757.9881565245,-22343.78791973695,18.072913081196287
11,PainArm,train,154040.870428973,-22988.044281642928,24.474122836221014
11,PainHand,train,320337.3722387002,-20306.375018888233,14.050079225074768
11,PainHand,train,420553.0413572722,-22079.967281814646,18.860823195625077
11,PainArm,train,1051879.0236936128,-16914.580804230915,23.30688278089291
12,NoPain,train,1461643.564565024,-24748.3415479361,30.516235010578335
12,NoPain,train,1488491.5472320728,-24845.93056898582,29.87301729154371
12,NoPain,train,932840.558352227,-24722.224651720655,21.861148125647098
12,NoPain,train,1044440.5697984847,-24671.26380011596,23.634551224138708
12,NoPain,train,1273640.5366387311,-24871.816279907467,27.138057175291863
12,NoPain,train,1630345.5863940937,-19278.510618290773,32.569876110739514
12,NoPain,train,1566107.2466261263,-15784.093171163766,20.706522882129544
12,NoPain,train,1628211.8082269086,-7478.492959726922,8.57759617481698
12,NoPain,train,1999742.468453432,-14675.55243222501,28.458913197428984
12,NoPain,train,1762141.624520191,-19123.81214218367,27.097218726200097
12,NoPain,train,1880342.9399605885,-12082.626573332202,27.388033897051507
12,NoPain,train,1999741.6475222174,-19034.793950190622,60.09130971014863
12,PainHand,train,1197240.7688735195,-23643.03391705846,24.975110235903855
12,PainArm,train,688142.0743654838,-16623.724813536155,6.716316266781001
12,PainArm,train,1241025.560361848,-14078.213483771087,13.067781394258352
12,PainHand,train,1045888.123814341,-11077.566031023354,4.982658830008756
12,PainHand,train,1227729.169533454,-16228.551795749529,10.878638218324511
12,PainArm,train,856697.9640200575,-11943.282539971528,11.321360663125166
12,PainHand,train,1692497.9179946468,-17562.163470254818,22.09389508476676
12,PainArm,train,1390284.0083824983,-17077.757672023996,17.841381581954153
12,PainArm,train,1833380.8079083303,-18168.04154588765,25.87523189015271
12,PainHand,train,1665145.4910314882,-19848.350683418015,26.401365859819197
12,PainHand,train,1055643.8935996052,-6988.4930869727705,28.791441565961808
12,PainArm,train,1128029.0568214636,-818.9580628775616,-8.171530207137986
12,PainArm,train,1940043.6752726275,-8247.406293568109,4.286841143742463
12,PainArm,train,1999742.1241698556,-16519.936470968278,31.90372224267943
12,PainHand,train,504606.17544206214,-16055.455488616906,-25.75973785700868
12,PainHand,train,1099110.4523318913,-14494.267063989917,1425.4062740667223
12,PainHand,train,1647726.4475579462,-14739.32909495204,20.292826950498238
12,PainHand,train,1624043.5212205346,-9015.245078844076,8.45474220349982
12,PainArm,train,363746.1703250056,-16067.830189214883,34.962756939269546
12,PainArm,train,914856.5477296194,-19433.872724893652,20.318306693712334
12,PainHand,train,1639885.4553038948,-20030.232689800923,26.632818276187727
12,PainArm,train,1284306.5284933709,-19542.398270678135,4.352368637291634
12,PainArm,train,1562986.3089187094,-20759.65463059617,25.393788704717583
12,PainHand,train,1707242.1164080973,-16488.161636081935,42.809436535720046
13,NoPain,train,-1135456.664837885,-9667.981253841175,-6.26992016580336
13,NoPain,train,923237.2826757048,-10200.899668836932,3.767497776941731
13,NoPain,train,-1343257.1946508375,-12506.341760407813,-24.698141681270318
13,NoPain,train,581772.6232247046,-13663.028351130284,-5.844285653185993
13,NoPain,train,608782.6043664257,-13768.784647969926,1.3705183385141864
13,NoPain,train,748685.9387128478,19911.93062077608,-43.174517584276046
13,NoPain,train,820653.6576248051,23719.640795556425,-45.728250719299176
13,NoPain,train,987744.6732379079,-2787.696478983845,-5.235024702783408
13,NoPain,train,-34673.55285244831,6739.523461674755,-37.941247410640536
13,NoPain,train,-321434.15712350374,24896.50996252324,-56.91077494151199
13,NoPain,train,475066.2993093173,27172.800976988652,-58.41207912581194
13,NoPain,train,819475.8346792657,-1924.576246518139,-4.385025251081384
13,PainHand,train,945860.3140693451,-4704.767371289377,-13.712251446289537
13,PainArm,train,713952.0127992219,4349.354840456656,-25.24980392103866
13,PainHand,train,803669.3155523385,16590.187102319203,-35.40949270622606
13,PainArm,train,836348.1500563177,15708.604238259966,-36.69191914303468
13,PainHand,train,1014814.128451499,4938.323004410119,-15.911357790786292
13,PainHand,train,895184.9960045976,20200.972896158033,-39.87042841600174
13,PainArm,train,629626.9153529863,9158.480870369873,-28.625994484711363
13,PainArm,train,794530.5217004756,7048.879668169625,-23.107436401688673
13,PainArm,train,334243.5511451233,7241.115298977033,-31.92408439257435
13,PainHand,train,892447.929643475,14525.271063129181,-31.31868643498273
13,PainHand,train,651407.0161027287,25630.02040672017,-52.17921243002492
13,PainArm,train,936940.4753217797,6783.931804645874,-20.85070466898991
13,PainArm,train,825873.1582029355,-203.72350670937368,-11.343388831608529
13,PainHand,train,807886.8006228105,24486.479061280148,-48.442601194293324
13,PainArm,train,1063148.3802050666,16911.823245335312,-35.22234991154307
13,PainHand,train,778697.5406514507,44381.66370385967,-75.93584903579067
13,PainHand,train,615373.6851402905,45162.35891112309,-81.70724004003674
13,PainArm,train,821988.9693099406,41333.14874959904,-73.05086154915264
13,PainArm,train,892450.9732042991,30721.715486926245,-54.69640427603073
13,PainHand,train,672937.7373891628,40120.629513943044,-72.06485149642687
13,PainHand,train,506596.72481294995,40065.015065216394,-69.11183144786293
13,PainHand,train,-320437.7266710184,37763.78218607849,-75.26833858172145
13,PainArm,train,748981.8156529478,24560.690785149076,-48.324556814201756
13,PainArm,train,454204.8709173606,40822.93760807003,-77.01450204144166
15,NoPain,train,574968.4856323326,-25036.746054505984,26.985191634117022
15,NoPain,train,615995.4582053202,-25182.119224794245,20.2227531044173
15,NoPain,train,640415.4213660683,-25378.283637243454,19.30528144494514
15,NoPain,train,463740.41944261757,-25387.305659763264,16.157189390394375
15,NoPain,train,463740.4622566981,-25159.037040553543,-2.8591740737467037
15,NoPain,train,835740.4008613948,-25492.172178957895,22.262862724970375
15,NoPain,train,760379.4397729322,-25285.537970505455,11.4957151602432
15,NoPain,train,704012.6177106649,-24335.165629870644,89.52945332095773
15,NoPain,train,648740.3539785243,-25740.22620856391,21.606907943932544
15,NoPain,train,280740.4926922489,-24962.12041617025,21.328774281649522
15,NoPain,train,648740.4974140734,-24965.098250004456,18.974727175140277
15,NoPain,train,649340.6455656893,-24184.74845970965,19.246522476295876
15,PainHand,train,412917.1500250651,-26792.407686324877,18.25828377431249
15,PainHand,train,648740.3316257906,-25852.183389834823,20.333084313012243
15,PainArm,train,648740.376193673,-25619.075219673105,18.46473942971766
15,PainArm,train,648740.4466777669,-25238.622470595146,18.349945281963702
15,PainHand,train,648740.9034768018,-22810.46338639263,16.581640836943425
15,PainHand,train,648740.4351699533,-25300.552212543775,21.43547577585403
15,PainArm,train,420003.6048432915,-24383.271345103418,15.433999854333932
15,PainHand,train,280740.3957779956,-25463.882316667667,20.38648527705768
15,PainHand,train,569895.5986011017,-24417.673922670783,18.426699211178605
15,PainHand,train,678847.7827134718,-23460.264494117582,8.979262355028462
15,PainArm,train,835740.3858725295,-25576.06458409725,34.15157827468343
15,PainHand,train,576775.5588249719,-24620.784904274387,40.7953543793948
15,PainHand,train,463740.386962392,-25535.58338686302,18.83675152914115
15,PainArm,train,696238.6996930199,-23894.304820626327,15.31428326450048
15,PainHand,train,835740.5118240732,-24912.24002080007,3.1279103518801885
15,PainArm,train,1215740.4401613595,-25321.01822608532,12.020390576405298
15,PainArm,train,880344.5932275212,-24479.13354914776,41.250141263971244
15,PainArm,train,793876.4773831315,-25092.235393722476,18.77735516619961
15,PainArm,train,723540.2431317853,-26328.16585964184,20.819318090720042
15,PainArm,train,748756.4509511471,-25235.603536011728,24.499569861889643
15,PainArm,train,835740.3101984494,-25970.195145485217,52.0159813036006
15,PainHand,train,881407.5939687053,-24470.997365721018,18.17549221409531
15,PainHand,train,816853.6372944288,-24238.980724019166,26.434084150879613
15,PainArm,train,826068.5676510128,-24609.725175612675,22.89358775770278
16,NoPain,train,-1703082.3247925334,-13130.407135368896,-27.59522274642402
16,NoPain,train,-2748993.393249193,-13374.354039155542,-40.104320671384706
16,NoPain,train,1101062.5805888074,-13920.501781183322,13.753630084115064
16,NoPain,train,1420142.4688558541,-14540.853101459046,19.64084789808283
16,NoPain,train,-1223793.5908546832,-14611.240586989705,-22.15107302997163
16,NoPain,train,-4181120.236390023,-17780.145242026072,-67.99374306613026
16,NoPain,train,-6658555.387765821,-2373.2793893266585,-129.62888973505144
16,NoPain,train,-3170554.0791924386,-16854.288665847067,-15.832349884721415
16,NoPain,train,-514364.0214558043,-16978.39460655492,-4.9923953242093475
16,NoPain,train,1157099.3466101151,-15154.590212299645,16.38306723119131
16,NoPain,train,-4505950.315943282,-2215.555680986798,-93.02028103363709
16,NoPain,train,-1729401.1842004166,-12405.203574989626,88.64728167093124
16,PainArm,train,-4598163.59713699,1869.1370853636286,-50.51187446733263
16,PainArm,train,-2675886.707139387,43738.61152657568,-63.5305409053364
16,PainHand,train,-7935552.915163684,32139.87205338961,-202.7739293543737
16,PainHand,train,-3555937.4598859684,12960.916158903152,-85.04345441698517
16,PainArm,train,-5500254.744747581,898.036415028513,-117.55689853063247
16,PainArm,train,-7386036.751159207,17000.64836320147,-170.06507156060596
16,PainHand,train,-4636252.434029788,13107.66210862919,-117.45663241155947
16,PainHand,train,-6168637.8489471525,5726.7663816351105,-133.89707436085428
16,PainArm,train,-3607994.7970135026,16530.679435537444,-82.13155793935017
16,PainArm,train,-6035427.286471835,14050.765669693363,-137.95688327089871
16,PainHand,train,-5772019.265546366,-1660.0630635743537,-82.34889796686078
16,PainHand,train,-6643554.221951732,3847.1462989910647,-127.49149371999626
16,PainArm,train,-5099127.141609819,-1105.907877446358,-78.86112527846231
16,PainArm,train,-567808.7175686199,-10020.47493618184,-17.94349997154477
16,PainHand,train,-4341977.498178706,-13830.284860875525,-71.9527780885776
16,PainArm,train,-2745777.9617401855,-16459.340144437363,-48.77457671231051
16,PainArm,train,-4300265.719253198,-14972.029379047668,-52.025348540107174
16,PainHand,train,1940242.2683713732,-10339.787113178498,19.347286369214785
16,PainHand,train,-37903.87005269471,-10820.642648870806,1.730690965778986
16,PainHand,train,-3912992.631353707,-14509.058832720173,-54.13001072305687
16,PainArm,train,1655678.0826605747,-16618.825287715557,-7.1301358593263044
16,PainHand,train,1532717.8218679845,-12676.027591310207,19.163436742896124
16,PainHand,train,1335270.8593783402,8857.183353178933,-8.539683007233386
16,PainArm,train,-647453.8788842736,5061.179703302516,-43.87758715404136
18,NoPain,train,-256260.02063582008,-27629.120987585608,10.450918569398487
18,NoPain,train,-256260.0204488789,-27630.348190639037,9.481228543655751
18,NoPain,train,-2590140.012584503,-27189.158443325723,8.0726331796247
